district,n,mae,rmse,mape,r2,bias,y_true_mean,y_true_median,y_pred_mean
中正區,1948,14.99648262871385,19.02030948462192,16.798613976143304,0.5811220505660286,-0.9360871844592916,96.47857767755441,90.09801315025001,95.54249049309513
大安區,4125,12.389874792591513,16.181680239627127,12.593287728164828,0.5681323288770719,-0.7464730618613269,104.51957694703214,100.1398309555,103.77310388517081
信義區,2863,11.666426554601154,16.018577651851345,14.364043281905676,0.5299553311249435,0.06567458929323108,85.89398072345966,82.06479031100001,85.95965531275289
士林區,3112,10.70624360278374,14.202711501571194,17.21063873349681,0.5840737989325582,0.7176589597735958,69.34104394839461,65.2003281335,70.0587029081682
中山區,4765,10.117998258220883,13.28733824719213,12.794709643591926,0.595531082762079,-0.5429970157416752,81.95438278086402,78.3884268125,81.41138576512235
北投區,3566,10.08574613343119,12.827197836700755,19.110058509180632,0.5524161969490968,0.13143005304879238,58.85984093946285,56.950906955250005,58.99127099251164
南港區,1566,10.015952209356001,12.917838800247193,14.784237254037906,0.5998042352581507,1.0887680095686816,76.52134773154917,75.57338559575001,77.61011574111785
松山區,2695,9.941363362976789,13.351568808764219,11.578767184333074,0.5540730965619037,-0.18226812108721988,88.8849705547909,85.708426538,88.70270243370369
大同區,1552,9.2382258170907,12.729754106440128,12.76248700529896,0.6603946905375038,-0.04316309464714763,76.79531598359891,73.61107161975,76.75215288895176
內湖區,4107,8.099186159306528,10.543762204583578,12.21041901564157,0.5931975322537331,0.41644048531841077,70.19029017574897,68.118344553,70.60673066106737
文山區,3648,7.216183365383986,9.417239647389938,12.817763518474589,0.614447071321173,0.43405664306839237,59.97612822428934,57.87933667250001,60.41018486735773
萬華區,2482,6.927918197371533,9.43270601765595,12.167289843663957,0.6044945102381549,0.5195790161749553,61.086374997638,60.2998324495,61.60595401381295
