price_segment,n,y_true_mean,y_pred_mean,mae,rmse,mape,bias
0–50 萬/坪,4292,42.46813154770981,53.873781288743885,11.605011786841418,14.418770992882607,29.20816369779648,11.405649741034072
50–80 萬/坪,17334,65.32398724432593,68.52432163442117,8.374584537203647,11.036033246828465,13.05677177146177,3.2003343900952435
80–120 萬/坪,12491,94.67691689018393,89.08013316059102,10.45439463297371,13.196760629997854,10.945398189568424,-5.596783729592908
120 萬/坪以上,2312,138.94037155201102,117.15214624745006,22.879001047641612,27.703749462122037,16.247583130000482,-21.78822530456096
