fold_id,original_feature,feature_group,gain_importance,split_importance
6,comp_365d_nearest_price,rule_based_comparable,787617.3076324463,482.0
6,comp_365d_std_price,rule_based_comparable,809507.7149353027,513.0
6,comp_365d_weighted_mean_price,rule_based_comparable,4494533.936737061,281.0
6,comp_730d_count,rule_based_comparable,0.0,0.0
6,comp_730d_mean_price,rule_based_comparable,24056102.522201538,380.0
6,comp_730d_median_age_diff,rule_based_comparable,1222539.0615081787,620.0
6,comp_730d_median_area_diff_pct,rule_based_comparable,539938.6436157227,439.0
6,comp_730d_median_days_diff,rule_based_comparable,469492.9629058838,375.0
6,comp_730d_median_distance,rule_based_comparable,610111.5639953613,290.0
6,comp_730d_median_price,rule_based_comparable,668902.2732849121,351.0
6,comp_730d_nearest_distance,rule_based_comparable,783394.7178039551,393.0
6,comp_730d_nearest_price,rule_based_comparable,3772488.8518829346,581.0
6,comp_730d_std_price,rule_based_comparable,1368870.6364746094,726.0
6,comp_730d_weighted_mean_price,rule_based_comparable,173004005.34776306,595.0
6,district,location_time,924705.4861450195,437.0
6,district_count_180d,time_aware_market,614891.6641082764,443.0
6,district_median_price_180d,time_aware_market,1155097.829421997,505.0
6,district_median_price_365d,time_aware_market,1015990.7929840088,436.0
6,district_price_change_180_365,time_aware_market,552100.6140136719,392.0
6,district_type_count_180d,time_aware_market,500552.8826599121,357.0
6,district_type_median_price_180d,time_aware_market,569434.4588470459,326.0
6,district_type_median_price_365d,time_aware_market,599631.2827606201,323.0
6,district_type_price_change_180_365,time_aware_market,617243.6363830566,443.0
6,emb_1095d_count,embedding_comparable,0.0,0.0
6,emb_1095d_max_similarity,embedding_comparable,468303.54232788086,258.0
6,emb_1095d_mean_price,embedding_comparable,6000663.758239746,309.0
6,emb_1095d_mean_similarity,embedding_comparable,379148.23428344727,211.0
6,emb_1095d_median_age_diff,embedding_comparable,715360.6036834717,430.0
6,emb_1095d_median_area_diff_pct,embedding_comparable,577066.0082244873,361.0
6,emb_1095d_median_days_diff,embedding_comparable,475946.0308685303,305.0
6,emb_1095d_median_price,embedding_comparable,2934675.509185791,331.0
6,emb_1095d_median_similarity,embedding_comparable,371782.79959106445,226.0
6,emb_1095d_nearest_price,embedding_comparable,3882939.9145202637,456.0
6,emb_1095d_std_price,embedding_comparable,966157.8921508789,501.0
6,emb_1095d_weighted_mean_price,embedding_comparable,4897480.039306641,149.0
6,emb_730d_count,embedding_comparable,0.0,0.0
6,emb_730d_max_similarity,embedding_comparable,449583.2976989746,279.0
6,emb_730d_mean_price,embedding_comparable,1584587.5641479492,292.0
6,emb_730d_mean_similarity,embedding_comparable,381833.79205322266,250.0
6,emb_730d_median_age_diff,embedding_comparable,861109.2568359375,467.0
6,emb_730d_median_area_diff_pct,embedding_comparable,490590.4433898926,367.0
6,emb_730d_median_days_diff,embedding_comparable,621426.5755004883,390.0
6,emb_730d_median_price,embedding_comparable,649591.9915161133,331.0
6,emb_730d_median_similarity,embedding_comparable,515404.07147216797,248.0
6,emb_730d_nearest_price,embedding_comparable,3026013.963180542,505.0
6,emb_730d_std_price,embedding_comparable,1090447.5633850098,485.0
6,emb_730d_weighted_mean_price,embedding_comparable,2721132.243988037,118.0
6,floor,basic_housing,4076770.0329589844,691.0
6,floor_ratio,basic_housing,838296.7701568604,518.0
6,has_elevator,basic_housing,192464.91796875,29.0
6,has_management,basic_housing,196304.5239868164,62.0
6,has_parking,basic_housing,981936.0427856445,131.0
6,is_basement,basic_housing,0.0,0.0
6,land_area_m2,basic_housing,2340975.046875,1084.0
6,living_rooms,basic_housing,399628.0747833252,179.0
6,main_building_area_m2,basic_housing,1564044.177444458,830.0
6,main_building_area_ping,basic_housing,281875.9076843262,143.0
6,main_use_missing,note_or_quality_flags,2530.6870727539062,2.0
6,material,location_time,1104457.6394042969,274.0
6,multi_floor,basic_housing,99296.34307861328,48.0
6,parking_area_m2,basic_housing,2313815.810836792,728.0
6,physical_condition_flag,note_or_quality_flags,253675.30137634277,99.0
6,renovation_flag,note_or_quality_flags,73500.09791564941,48.0
6,rooms,basic_housing,1591125.628753662,375.0
6,total_floor,basic_housing,2044858.6856689453,719.0
6,trade_month,location_time,140115.50151062012,136.0
6,trade_quarter,location_time,63419.634674072266,49.0
6,trade_year,location_time,118683.07655334473,83.0
6,trade_yq,location_time,221973.9656982422,165.0
7,auxiliary_area_m2,basic_housing,1556092.3798828125,711.0
7,balcony_area_m2,basic_housing,1090292.526473999,605.0
7,bathrooms,basic_housing,240595.55474853516,150.0
7,broad_note_flag,note_or_quality_flags,31798.96514892578,26.0
7,building_age,basic_housing,4819255.070037842,1529.0
7,building_age_missing,basic_housing,265934.60244750977,54.0
7,building_area_m2,basic_housing,1478475.7430877686,761.0
7,building_area_ping,basic_housing,288740.5986328125,151.0
7,building_type,location_time,259172.19931030273,97.0
7,comp_365d_count,rule_based_comparable,0.0,0.0
7,comp_365d_mean_price,rule_based_comparable,4178817.174835205,268.0
7,comp_365d_median_age_diff,rule_based_comparable,1106571.386291504,563.0
7,comp_365d_median_area_diff_pct,rule_based_comparable,482128.8231201172,372.0
7,comp_365d_median_days_diff,rule_based_comparable,504656.9350280762,360.0
7,comp_365d_median_distance,rule_based_comparable,588363.7236022949,306.0
7,comp_365d_median_price,rule_based_comparable,526156.6568908691,313.0
7,comp_365d_nearest_distance,rule_based_comparable,638436.0689697266,334.0
7,comp_365d_nearest_price,rule_based_comparable,853268.437713623,498.0
7,comp_365d_std_price,rule_based_comparable,922693.8886413574,531.0
7,comp_365d_weighted_mean_price,rule_based_comparable,12942097.89730835,315.0
7,comp_730d_count,rule_based_comparable,0.0,0.0
7,comp_730d_mean_price,rule_based_comparable,7530870.483612061,303.0
7,comp_730d_median_age_diff,rule_based_comparable,1285491.3255004883,608.0
7,comp_730d_median_area_diff_pct,rule_based_comparable,446851.75775146484,365.0
7,comp_730d_median_days_diff,rule_based_comparable,498561.8022766113,380.0
7,comp_730d_median_distance,rule_based_comparable,652220.611541748,328.0
7,comp_730d_median_price,rule_based_comparable,5255392.43737793,385.0
7,comp_730d_nearest_distance,rule_based_comparable,715425.8954772949,362.0
7,comp_730d_nearest_price,rule_based_comparable,4020523.878601074,589.0
7,comp_730d_std_price,rule_based_comparable,1419870.1684265137,700.0
7,comp_730d_weighted_mean_price,rule_based_comparable,170429327.1966858,560.0
7,district,location_time,1057460.1153411865,443.0
7,district_count_180d,time_aware_market,590444.0600585938,434.0
7,district_median_price_180d,time_aware_market,1095781.370437622,484.0
7,district_median_price_365d,time_aware_market,952440.4249725342,457.0
7,district_price_change_180_365,time_aware_market,521695.4263000488,375.0
7,district_type_count_180d,time_aware_market,495081.4344329834,340.0
7,district_type_median_price_180d,time_aware_market,592723.2322235107,336.0
7,district_type_median_price_365d,time_aware_market,578858.060760498,307.0
7,district_type_price_change_180_365,time_aware_market,579124.3008117676,436.0
7,emb_1095d_count,embedding_comparable,0.0,0.0
7,emb_1095d_max_similarity,embedding_comparable,476319.33184814453,300.0
7,emb_1095d_mean_price,embedding_comparable,3705201.389968872,344.0
7,emb_1095d_mean_similarity,embedding_comparable,325079.1092224121,213.0
7,emb_1095d_median_age_diff,embedding_comparable,863020.8485565186,498.0
7,emb_1095d_median_area_diff_pct,embedding_comparable,668613.400314331,401.0
7,emb_1095d_median_days_diff,embedding_comparable,559004.872833252,346.0
7,emb_1095d_median_price,embedding_comparable,1975155.7226867676,364.0
7,emb_1095d_median_similarity,embedding_comparable,338238.7621765137,241.0
7,emb_1095d_nearest_price,embedding_comparable,4802120.939239502,523.0
7,emb_1095d_std_price,embedding_comparable,920664.888595581,506.0
7,emb_1095d_weighted_mean_price,embedding_comparable,10217732.889953613,154.0
7,emb_730d_count,embedding_comparable,0.0,0.0
7,emb_730d_max_similarity,embedding_comparable,559468.1113891602,326.0
7,emb_730d_mean_price,embedding_comparable,2475869.984649658,240.0
7,emb_730d_mean_similarity,embedding_comparable,400638.50274658203,216.0
7,emb_730d_median_age_diff,embedding_comparable,865635.7973022461,456.0
7,emb_730d_median_area_diff_pct,embedding_comparable,445341.2112426758,318.0
7,emb_730d_median_days_diff,embedding_comparable,761173.4153137207,447.0
7,emb_730d_median_price,embedding_comparable,608703.814239502,294.0
7,emb_730d_median_similarity,embedding_comparable,455114.90686035156,271.0
7,emb_730d_nearest_price,embedding_comparable,2343988.089538574,455.0
7,emb_730d_std_price,embedding_comparable,1003594.5755615234,530.0
7,emb_730d_weighted_mean_price,embedding_comparable,2327301.6074523926,120.0
7,floor,basic_housing,4187148.8544921875,710.0
7,floor_ratio,basic_housing,813130.8064727783,467.0
7,has_elevator,basic_housing,144725.19451904297,26.0
7,has_management,basic_housing,266853.2099609375,80.0
7,has_parking,basic_housing,953874.1947631836,131.0
7,is_basement,basic_housing,0.0,0.0
7,land_area_m2,basic_housing,2535904.025695801,1163.0
7,living_rooms,basic_housing,376459.95014953613,175.0
7,main_building_area_m2,basic_housing,1481607.2707824707,779.0
7,main_building_area_ping,basic_housing,259965.25897216797,118.0
7,main_use_missing,note_or_quality_flags,2534.343017578125,4.0
7,material,location_time,1037425.4899139404,300.0
7,multi_floor,basic_housing,174653.95733642578,70.0
7,parking_area_m2,basic_housing,2446956.8041534424,707.0
7,physical_condition_flag,note_or_quality_flags,273708.3224182129,107.0
7,renovation_flag,note_or_quality_flags,63341.090072631836,53.0
7,rooms,basic_housing,1460434.546661377,355.0
7,total_floor,basic_housing,2006224.2692718506,675.0
7,trade_month,location_time,179161.7564239502,166.0
7,trade_quarter,location_time,64016.70379638672,46.0
7,trade_year,location_time,58779.52087402344,39.0
7,trade_yq,location_time,154391.96180725098,130.0
8,auxiliary_area_m2,basic_housing,1463686.1275024414,697.0
8,balcony_area_m2,basic_housing,1171916.8845825195,650.0
8,bathrooms,basic_housing,329590.3083496094,169.0
8,broad_note_flag,note_or_quality_flags,38015.9892578125,29.0
8,building_age,basic_housing,4805601.208236694,1552.0
8,building_age_missing,basic_housing,250723.43518066406,57.0
8,building_area_m2,basic_housing,1436249.5738677979,716.0
8,building_area_ping,basic_housing,246274.4891357422,153.0
8,building_type,location_time,171005.06129455566,72.0
8,comp_365d_count,rule_based_comparable,0.0,0.0
8,comp_365d_mean_price,rule_based_comparable,7782584.067016602,310.0
8,comp_365d_median_age_diff,rule_based_comparable,1131003.544342041,516.0
8,comp_365d_median_area_diff_pct,rule_based_comparable,439287.35986328125,315.0
8,comp_365d_median_days_diff,rule_based_comparable,491271.78411865234,351.0
8,comp_365d_median_distance,rule_based_comparable,572326.4066162109,295.0
8,comp_365d_median_price,rule_based_comparable,683796.2727966309,334.0
8,comp_365d_nearest_distance,rule_based_comparable,526360.449432373,314.0
8,comp_365d_nearest_price,rule_based_comparable,882944.7298736572,517.0
8,comp_365d_std_price,rule_based_comparable,880753.2248840332,492.0
8,comp_365d_weighted_mean_price,rule_based_comparable,12025072.991333008,268.0
8,comp_730d_count,rule_based_comparable,0.0,0.0
8,comp_730d_mean_price,rule_based_comparable,8093446.41003418,340.0
8,comp_730d_median_age_diff,rule_based_comparable,1343208.9389953613,605.0
8,comp_730d_median_area_diff_pct,rule_based_comparable,628982.8115844727,430.0
8,comp_730d_median_days_diff,rule_based_comparable,581145.9854736328,371.0
8,comp_730d_median_distance,rule_based_comparable,722684.1744842529,339.0
8,comp_730d_median_price,rule_based_comparable,1610281.4394226074,381.0
8,comp_730d_nearest_distance,rule_based_comparable,616667.8814086914,360.0
8,comp_730d_nearest_price,rule_based_comparable,3353260.0527038574,564.0
8,comp_730d_std_price,rule_based_comparable,1281427.4719848633,638.0
8,comp_730d_weighted_mean_price,rule_based_comparable,168984013.87600708,567.0
8,district,location_time,927658.1386871338,431.0
8,district_count_180d,time_aware_market,589661.5085449219,405.0
8,district_median_price_180d,time_aware_market,997783.8437194824,476.0
8,district_median_price_365d,time_aware_market,1045893.8745727539,447.0
8,district_price_change_180_365,time_aware_market,581567.4228973389,408.0
8,district_type_count_180d,time_aware_market,510488.8717651367,351.0
8,district_type_median_price_180d,time_aware_market,591673.5111541748,327.0
8,district_type_median_price_365d,time_aware_market,584581.0706176758,339.0
8,district_type_price_change_180_365,time_aware_market,635966.402923584,499.0
8,emb_1095d_count,embedding_comparable,0.0,0.0
8,emb_1095d_max_similarity,embedding_comparable,460154.7296295166,279.0
8,emb_1095d_mean_price,embedding_comparable,5254798.123535156,316.0
8,emb_1095d_mean_similarity,embedding_comparable,349692.1977233887,204.0
8,emb_1095d_median_age_diff,embedding_comparable,991624.8246612549,490.0
8,emb_1095d_median_area_diff_pct,embedding_comparable,677740.8111877441,403.0
8,emb_1095d_median_days_diff,embedding_comparable,697792.2277526855,407.0
8,emb_1095d_median_price,embedding_comparable,1905633.1482543945,338.0
8,emb_1095d_median_similarity,embedding_comparable,354254.34635925293,251.0
8,emb_1095d_nearest_price,embedding_comparable,5255800.417449951,548.0
8,emb_1095d_std_price,embedding_comparable,924512.3719787598,501.0
8,emb_1095d_weighted_mean_price,embedding_comparable,10769780.164733887,169.0
8,emb_730d_count,embedding_comparable,0.0,0.0
8,emb_730d_max_similarity,embedding_comparable,416526.74114990234,291.0
8,emb_730d_mean_price,embedding_comparable,1313124.2475280762,276.0
8,emb_730d_mean_similarity,embedding_comparable,459433.36001586914,275.0
8,emb_730d_median_age_diff,embedding_comparable,865429.4524230957,436.0
8,emb_730d_median_area_diff_pct,embedding_comparable,501562.9538574219,340.0
8,emb_730d_median_days_diff,embedding_comparable,662665.8319091797,413.0
8,emb_730d_median_price,embedding_comparable,827967.8451538086,379.0
8,emb_730d_median_similarity,embedding_comparable,464602.84255981445,279.0
8,emb_730d_nearest_price,embedding_comparable,2466055.4655914307,466.0
8,emb_730d_std_price,embedding_comparable,1010990.9909820557,470.0
8,emb_730d_weighted_mean_price,embedding_comparable,2582939.505126953,155.0
8,floor,basic_housing,4137686.3363494873,691.0
8,floor_ratio,basic_housing,592306.8515167236,353.0
8,has_elevator,basic_housing,109408.21771240234,18.0
8,has_management,basic_housing,210555.98791503906,82.0
8,has_parking,basic_housing,852884.1338806152,138.0
8,is_basement,basic_housing,0.0,0.0
8,land_area_m2,basic_housing,2404308.181350708,1067.0
8,living_rooms,basic_housing,421895.3955230713,195.0
8,main_building_area_m2,basic_housing,1493027.0092010498,776.0
8,main_building_area_ping,basic_housing,277833.19705200195,144.0
8,main_use_missing,note_or_quality_flags,8462.359069824219,7.0
8,material,location_time,822543.5512237549,263.0
8,multi_floor,basic_housing,245915.50061035156,71.0
8,parking_area_m2,basic_housing,2373326.886352539,730.0
8,physical_condition_flag,note_or_quality_flags,318225.12355041504,116.0
8,renovation_flag,note_or_quality_flags,67792.38301086426,50.0
8,rooms,basic_housing,1599320.3196411133,366.0
8,total_floor,basic_housing,2040422.3022918701,760.0
8,trade_month,location_time,246003.12547302246,160.0
8,trade_quarter,location_time,44745.01168823242,38.0
8,trade_year,location_time,101283.76190185547,55.0
8,trade_yq,location_time,157642.8739013672,149.0
9,auxiliary_area_m2,basic_housing,1422931.1653289795,644.0
9,balcony_area_m2,basic_housing,1117150.1600646973,605.0
9,bathrooms,basic_housing,284045.18913269043,145.0
9,broad_note_flag,note_or_quality_flags,60416.891998291016,37.0
9,building_age,basic_housing,5131328.202346802,1440.0
9,building_age_missing,basic_housing,189308.43969726562,57.0
9,building_area_m2,basic_housing,1387268.3131256104,724.0
9,building_area_ping,basic_housing,383279.189743042,197.0
9,building_type,location_time,130555.15487670898,70.0
9,comp_365d_count,rule_based_comparable,0.0,0.0
9,comp_365d_mean_price,rule_based_comparable,467614.2839355469,308.0
9,comp_365d_median_age_diff,rule_based_comparable,900460.7875366211,506.0
9,comp_365d_median_area_diff_pct,rule_based_comparable,416917.57305908203,315.0
9,comp_365d_median_days_diff,rule_based_comparable,516242.2410888672,396.0
9,comp_365d_median_distance,rule_based_comparable,609303.2889404297,344.0
9,comp_365d_median_price,rule_based_comparable,460599.79385375977,286.0
9,comp_365d_nearest_distance,rule_based_comparable,541280.7428283691,314.0
9,comp_365d_nearest_price,rule_based_comparable,858769.5004119873,477.0
9,comp_365d_std_price,rule_based_comparable,951882.022064209,495.0
9,comp_365d_weighted_mean_price,rule_based_comparable,20932465.422790527,250.0
9,comp_730d_count,rule_based_comparable,0.0,0.0
9,comp_730d_mean_price,rule_based_comparable,51535685.635009766,372.0
9,comp_730d_median_age_diff,rule_based_comparable,1442440.5121765137,624.0
9,comp_730d_median_area_diff_pct,rule_based_comparable,644108.4569396973,463.0
9,comp_730d_median_days_diff,rule_based_comparable,507045.85400390625,364.0
9,comp_730d_median_distance,rule_based_comparable,593843.0184173584,293.0
9,comp_730d_median_price,rule_based_comparable,1767862.9697265625,400.0
9,comp_730d_nearest_distance,rule_based_comparable,700078.7366333008,366.0
9,comp_730d_nearest_price,rule_based_comparable,2966329.4949645996,563.0
9,comp_730d_std_price,rule_based_comparable,1415752.6165924072,674.0
9,comp_730d_weighted_mean_price,rule_based_comparable,122459156.17312622,527.0
9,district,location_time,882172.7562103271,405.0
9,district_count_180d,time_aware_market,639431.4372711182,431.0
9,district_median_price_180d,time_aware_market,1097189.7038574219,498.0
9,district_median_price_365d,time_aware_market,915602.4366912842,415.0
9,district_price_change_180_365,time_aware_market,569360.178527832,401.0
9,district_type_count_180d,time_aware_market,519690.4985046387,345.0
9,district_type_median_price_180d,time_aware_market,582887.78175354,330.0
9,district_type_median_price_365d,time_aware_market,557052.1064147949,306.0
9,district_type_price_change_180_365,time_aware_market,696166.8091125488,486.0
9,emb_1095d_count,embedding_comparable,0.0,0.0
9,emb_1095d_max_similarity,embedding_comparable,537002.6697692871,316.0
9,emb_1095d_mean_price,embedding_comparable,6726076.17074585,280.0
9,emb_1095d_mean_similarity,embedding_comparable,421081.06072998047,240.0
9,emb_1095d_median_age_diff,embedding_comparable,1040577.8743743896,563.0
9,emb_1095d_median_area_diff_pct,embedding_comparable,857227.348236084,477.0
9,emb_1095d_median_days_diff,embedding_comparable,739900.5899047852,461.0
9,emb_1095d_median_price,embedding_comparable,2343133.9985351562,333.0
9,emb_1095d_median_similarity,embedding_comparable,334754.4955444336,255.0
9,emb_1095d_nearest_price,embedding_comparable,5464488.951660156,573.0
9,emb_1095d_std_price,embedding_comparable,835477.4671630859,505.0
9,emb_1095d_weighted_mean_price,embedding_comparable,9802256.585510254,189.0
9,emb_730d_count,embedding_comparable,0.0,0.0
9,emb_730d_max_similarity,embedding_comparable,598028.8291015625,362.0
9,emb_730d_mean_price,embedding_comparable,1296040.770904541,248.0
9,emb_730d_mean_similarity,embedding_comparable,432776.66973876953,261.0
9,emb_730d_median_age_diff,embedding_comparable,889331.0422668457,478.0
9,emb_730d_median_area_diff_pct,embedding_comparable,662151.1150512695,449.0
9,emb_730d_median_days_diff,embedding_comparable,721536.5699920654,480.0
9,emb_730d_median_price,embedding_comparable,611097.634552002,316.0
9,emb_730d_median_similarity,embedding_comparable,400114.1509094238,252.0
9,emb_730d_nearest_price,embedding_comparable,1924858.16305542,472.0
9,emb_730d_std_price,embedding_comparable,1119488.7868041992,503.0
9,emb_730d_weighted_mean_price,embedding_comparable,2601292.466796875,133.0
9,floor,basic_housing,4220504.9334106445,651.0
9,floor_ratio,basic_housing,606195.4664306641,328.0
9,has_elevator,basic_housing,61425.56854248047,14.0
9,has_management,basic_housing,154152.48880004883,74.0
9,has_parking,basic_housing,813566.6635742188,135.0
9,is_basement,basic_housing,0.0,0.0
9,land_area_m2,basic_housing,2419831.3218841553,1081.0
9,living_rooms,basic_housing,411388.28507995605,170.0
9,main_building_area_m2,basic_housing,1482132.4054870605,769.0
9,main_building_area_ping,basic_housing,351278.6878051758,167.0
9,main_use_missing,note_or_quality_flags,10066.318176269531,7.0
9,material,location_time,577152.3383789062,243.0
9,multi_floor,basic_housing,222247.80407714844,72.0
9,parking_area_m2,basic_housing,2247453.9946289062,704.0
9,physical_condition_flag,note_or_quality_flags,369001.1886291504,119.0
9,renovation_flag,note_or_quality_flags,51949.071838378906,46.0
9,rooms,basic_housing,1374286.7905578613,322.0
9,total_floor,basic_housing,1963340.736465454,682.0
9,trade_month,location_time,208320.02055358887,157.0
9,trade_quarter,location_time,70404.33255004883,60.0
9,trade_year,location_time,43911.3899230957,35.0
9,trade_yq,location_time,160575.14854431152,145.0
10,auxiliary_area_m2,basic_housing,1466838.5671844482,633.0
10,balcony_area_m2,basic_housing,1222314.1036376953,621.0
10,bathrooms,basic_housing,335428.6415863037,164.0
10,broad_note_flag,note_or_quality_flags,40439.15605163574,26.0
10,building_age,basic_housing,5662374.512939453,1530.0
10,building_age_missing,basic_housing,186787.8341064453,52.0
10,building_area_m2,basic_housing,1731559.6271209717,789.0
10,building_area_ping,basic_housing,343539.8239440918,181.0
10,building_type,location_time,104047.99819946289,63.0
10,comp_365d_count,rule_based_comparable,0.0,0.0
10,comp_365d_mean_price,rule_based_comparable,413411.2183532715,275.0
10,comp_365d_median_age_diff,rule_based_comparable,892904.1583709717,495.0
10,comp_365d_median_area_diff_pct,rule_based_comparable,490095.8586730957,344.0
10,comp_365d_median_days_diff,rule_based_comparable,486313.5926513672,356.0
10,comp_365d_median_distance,rule_based_comparable,565897.7812194824,314.0
10,comp_365d_median_price,rule_based_comparable,633657.0252075195,320.0
10,comp_365d_nearest_distance,rule_based_comparable,493142.6628112793,295.0
10,comp_365d_nearest_price,rule_based_comparable,841567.9829101562,456.0
10,comp_365d_std_price,rule_based_comparable,987727.5374450684,541.0
10,comp_365d_weighted_mean_price,rule_based_comparable,20945561.889587402,269.0
10,comp_730d_count,rule_based_comparable,0.0,0.0
10,comp_730d_mean_price,rule_based_comparable,52827785.170425415,373.0
10,comp_730d_median_age_diff,rule_based_comparable,1409568.4493865967,646.0
10,comp_730d_median_area_diff_pct,rule_based_comparable,626565.9002990723,423.0
10,comp_730d_median_days_diff,rule_based_comparable,637437.8710632324,412.0
10,comp_730d_median_distance,rule_based_comparable,448476.7734680176,244.0
10,comp_730d_median_price,rule_based_comparable,1198349.9914550781,369.0
10,comp_730d_nearest_distance,rule_based_comparable,722551.5629882812,382.0
10,comp_730d_nearest_price,rule_based_comparable,3078757.8426818848,605.0
10,comp_730d_std_price,rule_based_comparable,1336356.2250976562,657.0
10,comp_730d_weighted_mean_price,rule_based_comparable,126722043.34997559,520.0
10,district,location_time,735050.0562286377,330.0
10,district_count_180d,time_aware_market,625215.1461181641,415.0
10,district_median_price_180d,time_aware_market,910754.4276428223,479.0
10,district_median_price_365d,time_aware_market,1095418.1469421387,476.0
10,district_price_change_180_365,time_aware_market,607414.3819274902,417.0
10,district_type_count_180d,time_aware_market,501379.9959411621,327.0
10,district_type_median_price_180d,time_aware_market,585392.6216888428,345.0
10,district_type_median_price_365d,time_aware_market,607905.9163818359,336.0
10,district_type_price_change_180_365,time_aware_market,704530.5002593994,468.0
10,emb_1095d_count,embedding_comparable,0.0,0.0
10,emb_1095d_max_similarity,embedding_comparable,520680.8755493164,306.0
10,emb_1095d_mean_price,embedding_comparable,9498770.103790283,346.0
10,emb_1095d_mean_similarity,embedding_comparable,407225.8606567383,262.0
10,emb_1095d_median_age_diff,embedding_comparable,900829.8693084717,490.0
10,emb_1095d_median_area_diff_pct,embedding_comparable,821509.0776062012,451.0
10,emb_1095d_median_days_diff,embedding_comparable,681918.4556884766,421.0
10,emb_1095d_median_price,embedding_comparable,2219262.0851593018,341.0
10,emb_1095d_median_similarity,embedding_comparable,390563.3715515137,254.0
10,emb_1095d_nearest_price,embedding_comparable,4223184.0146484375,593.0
10,emb_1095d_std_price,embedding_comparable,973200.4885559082,539.0
10,emb_1095d_weighted_mean_price,embedding_comparable,8309741.936157227,157.0
10,emb_730d_count,embedding_comparable,0.0,0.0
10,emb_730d_max_similarity,embedding_comparable,568938.7271118164,334.0
10,emb_730d_mean_price,embedding_comparable,2739327.786804199,281.0
10,emb_730d_mean_similarity,embedding_comparable,446249.2192993164,274.0
10,emb_730d_median_age_diff,embedding_comparable,878374.7748413086,451.0
10,emb_730d_median_area_diff_pct,embedding_comparable,773600.0056610107,430.0
10,emb_730d_median_days_diff,embedding_comparable,712108.2266998291,497.0
10,emb_730d_median_price,embedding_comparable,642560.8381958008,310.0
10,emb_730d_median_similarity,embedding_comparable,512651.6201019287,305.0
10,emb_730d_nearest_price,embedding_comparable,1926671.1092834473,445.0
10,emb_730d_std_price,embedding_comparable,1068522.7860717773,508.0
10,emb_730d_weighted_mean_price,embedding_comparable,3464693.4653930664,139.0
10,floor,basic_housing,4287519.159362793,636.0
10,floor_ratio,basic_housing,591867.6114501953,369.0
10,has_elevator,basic_housing,92869.74072265625,22.0
10,has_management,basic_housing,141210.75720214844,54.0
10,has_parking,basic_housing,778634.944519043,120.0
10,is_basement,basic_housing,0.0,0.0
10,land_area_m2,basic_housing,2377364.4624328613,1038.0
10,living_rooms,basic_housing,494422.08685302734,192.0
10,main_building_area_m2,basic_housing,1535357.9655303955,731.0
10,main_building_area_ping,basic_housing,384473.2528991699,175.0
10,main_use_missing,note_or_quality_flags,60188.423095703125,26.0
10,material,location_time,508861.28607177734,228.0
10,multi_floor,basic_housing,226129.61376953125,76.0
10,parking_area_m2,basic_housing,2330788.8753356934,705.0
10,physical_condition_flag,note_or_quality_flags,399530.39822387695,114.0
10,renovation_flag,note_or_quality_flags,29048.604095458984,36.0
10,rooms,basic_housing,1347592.9389038086,326.0
10,total_floor,basic_housing,1936550.3774871826,632.0
10,trade_month,location_time,224246.8383178711,158.0
10,trade_quarter,location_time,101905.11785888672,64.0
10,trade_year,location_time,91237.75756835938,68.0
10,trade_yq,location_time,181613.6824798584,148.0
11,auxiliary_area_m2,basic_housing,1745439.2152404785,711.0
11,balcony_area_m2,basic_housing,1329964.595703125,652.0
11,bathrooms,basic_housing,306275.5665588379,157.0
11,broad_note_flag,note_or_quality_flags,78933.36666870117,51.0
11,building_age,basic_housing,6277720.218109131,1568.0
11,building_age_missing,basic_housing,133214.66876220703,41.0
11,building_area_m2,basic_housing,1640014.4132385254,748.0
11,building_area_ping,basic_housing,335618.18769836426,162.0
11,building_type,location_time,119814.42695617676,76.0
11,comp_365d_count,rule_based_comparable,0.0,0.0
11,comp_365d_mean_price,rule_based_comparable,539217.6335449219,321.0
11,comp_365d_median_age_diff,rule_based_comparable,960426.2662200928,502.0
11,comp_365d_median_area_diff_pct,rule_based_comparable,476823.25604248047,345.0
11,comp_365d_median_days_diff,rule_based_comparable,494179.7489929199,339.0
11,comp_365d_median_distance,rule_based_comparable,496035.84896850586,286.0
11,comp_365d_median_price,rule_based_comparable,650499.0854797363,318.0
11,comp_365d_nearest_distance,rule_based_comparable,608419.2522888184,370.0
11,comp_365d_nearest_price,rule_based_comparable,924688.6072998047,448.0
11,comp_365d_std_price,rule_based_comparable,941471.6031188965,498.0
11,comp_365d_weighted_mean_price,rule_based_comparable,27344292.88194275,223.0
11,comp_730d_count,rule_based_comparable,0.0,0.0
11,comp_730d_mean_price,rule_based_comparable,53633821.15319824,365.0
11,comp_730d_median_age_diff,rule_based_comparable,1247923.513244629,620.0
11,comp_730d_median_area_diff_pct,rule_based_comparable,642990.0787963867,409.0
11,comp_730d_median_days_diff,rule_based_comparable,515893.658203125,332.0
11,comp_730d_median_distance,rule_based_comparable,548369.1608276367,318.0
11,comp_730d_median_price,rule_based_comparable,1394313.2139587402,369.0
11,comp_730d_nearest_distance,rule_based_comparable,764451.907989502,368.0
11,comp_730d_nearest_price,rule_based_comparable,2625009.2841796875,518.0
11,comp_730d_std_price,rule_based_comparable,1464668.6820373535,664.0
11,comp_730d_weighted_mean_price,rule_based_comparable,133185194.55213928,501.0
11,district,location_time,745916.1067962646,343.0
11,district_count_180d,time_aware_market,746016.0073852539,454.0
11,district_median_price_180d,time_aware_market,977590.6859741211,448.0
