feature_group,total_gain_importance,total_split_importance,feature_count,gain_share,split_share
rule_based_comparable,222048398.41401878,8263.266666666666,22,0.7507333738471847,0.2754422222222222
embedding_comparable,37050168.36068217,7611.933333333333,24,0.12526457337088853,0.25373111111111113
basic_housing,27495865.499355063,9448.0,21,0.0929620029714928,0.31493333333333334
time_aware_market,5867029.225861613,3270.133333333333,8,0.01983610184379086,0.10900444444444445
location_time,2754399.8588246666,1189.9333333333334,7,0.009312473828719595,0.03966444444444445
note_or_quality_flags,559451.3546335855,216.73333333333332,4,0.0018914741379234977,0.007224444444444444
