price_segment,n_v2,y_true_mean_v2,y_pred_mean_v2,mae_v2,rmse_v2,mape_v2,bias_v2,n_v3,y_true_mean_v3,y_pred_mean_v3,mae_v3,rmse_v3,mape_v3,bias_v3,delta_n,delta_y_true_mean,delta_y_pred_mean,delta_mae,delta_rmse,delta_mape,delta_bias,delta_abs_bias
0–50 萬/坪,4292,42.46813154770981,53.873781288743885,11.605011786841418,14.418770992882608,29.20816369779648,11.405649741034072,4292,42.46813154770981,53.329065811611706,11.176813096360997,14.12817387148239,28.070661637410232,10.860934263901894,0,0.0,-0.5447154771321792,-0.42819869048042136,-0.2905971214002179,-1.1375020603862467,-0.5447154771321774,-0.5447154771321774
120 萬/坪以上,2312,138.94037155201102,117.15214624745006,22.87900104764161,27.70374946212204,16.247583130000482,-21.78822530456096,2312,138.94037155201102,119.0490906540014,21.41812272350075,26.55108382305908,15.196595564021164,-19.89128089800964,0,0.0,1.8969444065513414,-1.4608783241408574,-1.1526656390629597,-1.0509875659793178,1.8969444065513201,-1.8969444065513201
50–80 萬/坪,17334,65.32398724432593,68.52432163442117,8.374584537203647,11.036033246828463,13.05677177146177,3.2003343900952435,17334,65.32398724432593,68.6041636775794,8.345075929080684,11.096271700893451,13.019427504327986,3.280176433253463,0,0.0,0.07984204315822296,-0.02950860812296341,0.06023845406498829,-0.03734426713378447,0.07984204315821941,0.07984204315821941
80–120 萬/坪,12491,94.67691689018392,89.08013316059102,10.45439463297371,13.196760629997854,10.945398189568424,-5.596783729592908,12491,94.67691689018392,89.70086850882399,10.18667705001907,12.906359485397598,10.68684794273186,-4.976048381359951,0,0.0,0.6207353482329694,-0.2677175829546403,-0.29040114460025634,-0.25855024683656325,0.620735348232957,-0.620735348232957
