price_segment,n,y_true_mean,y_pred_mean,mae,rmse,mape,bias
0–50 萬/坪,4292,42.46813154770981,53.329065811611706,11.176813096360995,14.12817387148239,28.070661637410232,10.860934263901894
50–80 萬/坪,17334,65.32398724432593,68.6041636775794,8.345075929080684,11.096271700893453,13.019427504327986,3.280176433253463
80–120 萬/坪,12491,94.67691689018393,89.70086850882399,10.18667705001907,12.906359485397598,10.68684794273186,-4.976048381359951
120 萬/坪以上,2312,138.94037155201102,119.04909065400139,21.41812272350075,26.55108382305908,15.196595564021163,-19.891280898009637
