side,mean_abs_error_v2,mean_abs_error_v3,delta_mean_abs_error,median_abs_error_v2,median_abs_error_v3,delta_median_abs_error,max_abs_error_v2,max_abs_error_v3,delta_max_abs_error,mean_ape_v2,mean_ape_v3,delta_mean_ape,max_ape_v2,max_ape_v3,delta_max_ape,min_error_v2,min_error_v3,delta_min_error,max_error_v2,max_error_v3,delta_max_error
under_prediction,71.22320374733097,72.42344395532264,1.2002402079916692,67.21354526024619,69.12097896146153,1.9074337012153393,98.4926890454204,100.72123563271232,2.228546587291916,45.88591067618709,46.59187793794054,0.7059672617534503,65.25952323313076,66.7361190007864,1.4765957676556383,-98.4926890454204,-100.72123563271232,-2.228546587291916,-61.14079198197979,-62.865133874449626,-1.7243418924698375
over_prediction,53.39430840572923,54.95023795901589,1.55592955328666,50.3967184944246,51.84233627407228,1.4456177796476837,99.0315024579078,82.87070998077206,-16.160792477135743,112.04678940836388,110.81390308671607,-1.2328863216478112,321.67932626312194,268.273568215283,-53.40575804783896,45.24642500767551,46.61283796582137,1.3664129581458582,99.0315024579078,82.87070998077206,-16.160792477135743
