price_segment,n,y_true_mean,y_pred_mean,mae,rmse,mape,bias
0–50 萬/坪,4292,42.46813154770981,50.85255515773381,9.055632034759638,11.90255429421514,22.891570728011583,8.384423610023994
50–80 萬/坪,17334,65.32398724432593,65.30118775673323,7.859788527525082,10.178151054069868,12.126304761111891,-0.022799487592694637
80–120 萬/坪,12491,94.67691689018393,85.88652903143041,12.00737933725218,14.813568996481758,12.544112831527535,-8.790387858753505
120 萬/坪以上,2312,138.94037155201102,115.03219996353756,24.479280065766158,29.231198939444596,17.410298517693924,-23.908171588473472
