n,mae,rmse,mape,r2,bias,y_true_mean,y_pred_mean,error_std,abs_error_median
36429,10.139858649229677,13.563245863845788,14.131103865175179,0.7142459554203443,-0.1282152574345435,77.36799592081728,77.23978066338275,13.562825987461329,7.869350793080059
