price_segment,n,mae,rmse,mape,r2,bias,y_true_mean,y_pred_mean,error_std,abs_error_median
0-50,4292,11.176813096360995,14.12817387148239,28.070661637410232,-5.110826716614062,10.860934263901894,42.46813154770981,53.329065811611706,9.036837443789867,9.577326091731123
120+,2312,21.41812272350075,26.55108382305908,15.196595564021163,-2.260670132935933,-19.891280898009637,138.94037155201102,119.04909065400139,17.590646187141402,18.377977657726746
50-80,17334,8.345075929080684,11.096271700893453,13.019427504327986,-0.7858184489545221,3.280176433253463,65.32398724432593,68.6041636775794,10.600668427164958,6.456586277007503
80-120,12491,10.18667705001907,12.906359485397598,10.68684794273186,-0.521632051267396,-4.976048381359951,94.67691689018393,89.70086850882399,11.909005491668633,8.477501950727628
