id,trade_date,district,building_type,text_representation
RPQOMLMJJHOFFBA17CA,2018-12-05,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：6.44 年
建物坪數：55.28 坪
主建物坪數：30.71 坪
樓層：5 / 14
樓層比例：0.36
格局：3 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPRQMLKLKINFFBA57CA,2018-12-04,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：0.23 年
建物坪數：20.23 坪
主建物坪數：11.36 坪
樓層：2 / 12
樓層比例：0.17
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUNMLNJJHOFFBA57CA,2018-12-05,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：6.44 年
建物坪數：63.42 坪
主建物坪數：35.70 坪
樓層：2 / 14
樓層比例：0.14
格局：4 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPNMLRLKINFFBA77CA,2018-12-01,萬華區,公寓(5樓含以下無電梯),"行政區：萬華區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：41.30 年
建物坪數：21.23 坪
主建物坪數：18.78 坪
樓層：3 / 4
樓層比例：0.75
格局：2 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXPMLSJJHOFFDA78CA,2018-12-05,南港區,住宅大樓(11層含以上有電梯),"行政區：南港區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：1.41 年
建物坪數：79.91 坪
主建物坪數：32.23 坪
樓層：21 / 22
樓層比例：0.95
格局：4 房 2 廳 2 衛
車位：有
車位面積：77.30
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWOMLMJJHOFFBA77CA,2018-12-04,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：6.44 年
建物坪數：53.25 坪
主建物坪數：28.79 坪
樓層：14 / 14
樓層比例：1.00
格局：3 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPVNMLSJJHOFFCA28CA,2018-12-06,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：見其他登記事項
屋齡：2.51 年
建物坪數：39.78 坪
主建物坪數：13.99 坪
樓層：5 / 12
樓層比例：0.42
格局：2 房 1 廳 1 衛
車位：有
車位面積：45.39
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPSQMLKKJHOFFCA57CA,2018-12-02,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼骨鋼筋混凝土造
屋齡：12.01 年
建物坪數：18.21 坪
主建物坪數：12.36 坪
樓層：14 / 14
樓層比例：1.00
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPSNMLTKKINFFAA08CA,2018-12-04,文山區,住宅大樓(11層含以上有電梯),"行政區：文山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：18.55 年
建物坪數：29.63 坪
主建物坪數：20.77 坪
樓層：12 / 18
樓層比例：0.67
格局：3 房 1 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXNMLLLKINFFEA38DA,2018-12-11,士林區,華廈(10層含以下有電梯),"行政區：士林區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：6.91 年
建物坪數：5.26 坪
主建物坪數：2.57 坪
樓層：1 / 8
樓層比例：0.12
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPTNMLQLKINFFAA97CA,2018-12-07,文山區,住宅大樓(11層含以上有電梯),"行政區：文山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：4.57 年
建物坪數：54.47 坪
主建物坪數：26.62 坪
樓層：7 / 11
樓層比例：0.64
格局：3 房 2 廳 2 衛
車位：有
車位面積：36.12
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPVPMLLLKINFFDA18CA,2018-12-07,信義區,住宅大樓(11層含以上有電梯),"行政區：信義區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：0.29 年
建物坪數：33.46 坪
主建物坪數：13.16 坪
樓層：11 / 16
樓層比例：0.69
格局：2 房 1 廳 1 衛
車位：有
車位面積：33.86
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPSOMLMJJHOFFBA37CA,2018-12-05,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：6.44 年
建物坪數：56.83 坪
主建物坪數：30.66 坪
樓層：9 / 14
樓層比例：0.64
格局：3 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWPMLTKKINFFCA88CA,2018-12-02,內湖區,公寓(5樓含以下無電梯),"行政區：內湖區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：38.17 年
建物坪數：23.96 坪
主建物坪數：21.53 坪
樓層：2 / 5
樓層比例：0.40
格局：3 房 1 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXOMLPLKINFFCA58CA,2018-12-04,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：40.87 年
建物坪數：12.48 坪
主建物坪數：10.05 坪
樓層：11 / 11
樓層比例：1.00
格局：0 房 0 廳 0 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPROMLMJJHOFFBA27CA,2018-12-05,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：6.44 年
建物坪數：51.37 坪
主建物坪數：28.63 坪
樓層：9 / 14
樓層比例：0.64
格局：3 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQNMLLLKINFFCA37CA,2018-12-10,內湖區,住宅大樓(11層含以上有電梯),"行政區：內湖區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：4.13 年
建物坪數：52.41 坪
主建物坪數：25.45 坪
樓層：7 / 14
樓層比例：0.50
格局：3 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWPMLSJJHOFFDA68CA,2018-12-06,信義區,住宅大樓(11層含以上有電梯),"行政區：信義區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼骨鋼筋混凝土造
屋齡：21.03 年
建物坪數：127.76 坪
主建物坪數：73.77 坪
樓層：14 / 14
樓層比例：1.00
格局：4 房 2 廳 2 衛
車位：有
車位面積：42.08
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQOMLKLKINFFDA47CA,2018-12-02,松山區,華廈(10層含以下有電梯),"行政區：松山區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：37.00 坪
主建物坪數：28.46 坪
樓層：5 / 7
樓層比例：0.71
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPWNMLOLKINFFDA38CA,2018-12-04,信義區,華廈(10層含以下有電梯),"行政區：信義區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：0.34 年
建物坪數：42.30 坪
主建物坪數：17.27 坪
樓層：3 / 5
樓層比例：0.60
格局：2 房 1 廳 1 衛
車位：有
車位面積：31.76
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPVNMLLLKINFFEA08CA,2018-12-04,士林區,住宅大樓(11層含以上有電梯),"行政區：士林區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：29.53 年
建物坪數：45.93 坪
主建物坪數：32.88 坪
樓層：11 / 12
樓層比例：0.92
格局：4 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPOPMLNJJHOFFCA27CA,2018-12-13,中山區,華廈(10層含以下有電梯),"行政區：中山區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：36.95 年
建物坪數：9.27 坪
主建物坪數：6.59 坪
樓層：4 / 6
樓層比例：0.67
格局：2 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPPMLLKJHOFFBA27DA,2018-12-05,大同區,住宅大樓(11層含以上有電梯),"行政區：大同區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：3.14 年
建物坪數：57.63 坪
主建物坪數：24.13 坪
樓層：13 / 15
樓層比例：0.87
格局：3 房 2 廳 2 衛
車位：有
車位面積：46.87
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPOOMLQKJHOFFDA67CA,2018-12-04,松山區,住宅大樓(11層含以上有電梯),"行政區：松山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：10.00 年
建物坪數：55.17 坪
主建物坪數：27.85 坪
樓層：13 / 15
樓層比例：0.87
格局：3 房 3 廳 3 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXOMLLLKINFFEA38CA,2018-12-05,北投區,套房(1房1廳1衛),"行政區：北投區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：13.07 年
建物坪數：13.29 坪
主建物坪數：7.04 坪
樓層：9 / 13
樓層比例：0.69
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPPNMLMLKINFFDA47CA,2018-12-05,松山區,公寓(5樓含以下無電梯),"行政區：松山區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：31.90 坪
主建物坪數：31.90 坪
樓層：2 / 4
樓層比例：0.50
格局：3 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWNMLMLKINFFAA87CA,2018-12-01,文山區,華廈(10層含以下有電梯),"行政區：文山區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：35.40 年
建物坪數：41.17 坪
主建物坪數：30.02 坪
樓層：3 / 7
樓層比例：0.43
格局：4 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPUNMLPLKINFFEA38CA,2018-12-10,北投區,住宅大樓(11層含以上有電梯),"行政區：北投區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：5.09 年
建物坪數：27.63 坪
主建物坪數：14.20 坪
樓層：4 / 12
樓層比例：0.33
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUPMLSJJHOFFCA48DA,2018-12-03,內湖區,住宅大樓(11層含以上有電梯),"行政區：內湖區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：13.27 年
建物坪數：40.40 坪
主建物坪數：17.75 坪
樓層：8 / 14
樓層比例：0.57
格局：3 房 2 廳 1 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPVOMLMLKINFFEA28CA,2018-12-08,士林區,華廈(10層含以下有電梯),"行政區：士林區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：35.77 年
建物坪數：48.81 坪
主建物坪數：37.32 坪
樓層：7 / 7
樓層比例：1.00
格局：4 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPUPMLOLKINFFCA38DA,2018-12-02,內湖區,公寓(5樓含以下無電梯),"行政區：內湖區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：39.44 年
建物坪數：25.69 坪
主建物坪數：22.95 坪
樓層：2 / 5
樓層比例：0.40
格局：3 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPNMLSLKINFFAA77CA,2018-12-12,文山區,華廈(10層含以下有電梯),"行政區：文山區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：6.10 年
建物坪數：33.65 坪
主建物坪數：15.48 坪
樓層：2 / 9
樓層比例：0.22
格局：2 房 2 廳 1 衛
車位：有
車位面積：23.78
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUNMLPLKINFFAA97CA,2018-12-17,中正區,公寓(5樓含以下無電梯),"行政區：中正區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：21.29 坪
主建物坪數：18.72 坪
樓層：5 / 5
樓層比例：1.00
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPVPMLQLKINFFBA48CA,2018-12-04,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：6.44 年
建物坪數：56.83 坪
主建物坪數：30.66 坪
樓層：11 / 14
樓層比例：0.79
格局：3 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPOPMLMJJHOFFCA17CA,2018-12-07,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼骨鋼筋混凝土造
屋齡：0.57 年
建物坪數：81.64 坪
主建物坪數：31.01 坪
樓層：5 / 16
樓層比例：0.31
格局：3 房 2 廳 2 衛
車位：有
車位面積：95.26
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPSOMLOKJHOFFAA57CA,2018-12-11,文山區,公寓(5樓含以下無電梯),"行政區：文山區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：45.00 年
建物坪數：20.69 坪
主建物坪數：20.69 坪
樓層：3 / 4
樓層比例：0.75
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWOMLMLJHOFFFA38CA,2018-12-05,大安區,住宅大樓(11層含以上有電梯),"行政區：大安區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：見其他登記事項
屋齡：2.90 年
建物坪數：113.24 坪
主建物坪數：57.14 坪
樓層：9 / 23
樓層比例：0.39
格局：4 房 2 廳 2 衛
車位：有
車位面積：49.60
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXNMLMJJHOFFEA08CA,2018-12-07,北投區,套房(1房1廳1衛),"行政區：北投區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：40.92 年
建物坪數：15.41 坪
主建物坪數：12.57 坪
樓層：5 / 12
樓層比例：0.42
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWNMLKMJHOFFEA08CA,2018-12-06,北投區,公寓(5樓含以下無電梯),"行政區：北投區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：34.42 年
建物坪數：30.81 坪
主建物坪數：25.15 坪
樓層：4 / 5
樓層比例：0.80
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPRMLSJJHOFFCA08CA,2018-12-11,內湖區,住宅大樓(11層含以上有電梯),"行政區：內湖區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：見其他登記事項
屋齡：0.80 年
建物坪數：72.23 坪
主建物坪數：36.84 坪
樓層：18 / 29
樓層比例：0.62
格局：0 房 0 廳 0 衛
車位：有
車位面積：29.10
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPVOMLMLJHOFFFA28CA,2018-12-05,大安區,住宅大樓(11層含以上有電梯),"行政區：大安區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：見其他登記事項
屋齡：2.90 年
建物坪數：97.31 坪
主建物坪數：49.31 坪
樓層：9 / 23
樓層比例：0.39
格局：4 房 2 廳 2 衛
車位：有
車位面積：49.60
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPOOMLQLKINFFEA97CA,2018-12-08,北投區,華廈(10層含以下有電梯),"行政區：北投區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：2.34 年
建物坪數：47.93 坪
主建物坪數：24.25 坪
樓層：2 / 9
樓層比例：0.22
格局：2 房 2 廳 2 衛
車位：有
車位面積：21.44
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPNMLPJJHOFFDA47CA,2018-12-03,信義區,公寓(5樓含以下無電梯),"行政區：信義區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：32.40 坪
主建物坪數：28.78 坪
樓層：4 / 4
樓層比例：1.00
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWOMLNJJHOFFCA08DA,2018-12-04,中山區,套房(1房1廳1衛),"行政區：中山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：23.01 年
建物坪數：11.92 坪
主建物坪數：6.90 坪
樓層：8 / 15
樓層比例：0.53
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPNMLQJJHOFFCA57DA,2018-12-10,中山區,套房(1房1廳1衛),"行政區：中山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：10.11 年
建物坪數：20.98 坪
主建物坪數：11.53 坪
樓層：4 / 10
樓層比例：0.40
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQOMLPLKINFFBA87DA,2018-12-10,萬華區,套房(1房1廳1衛),"行政區：萬華區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：44.34 年
建物坪數：9.79 坪
主建物坪數：7.09 坪
樓層：8 / 9
樓層比例：0.89
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXNMLSJJHOFFCA48CA,2018-12-04,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：見其他登記事項
屋齡：2.51 年
建物坪數：39.78 坪
主建物坪數：13.99 坪
樓層：8 / 12
樓層比例：0.67
格局：2 房 1 廳 1 衛
車位：有
車位面積：45.39
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPVOMLPLKINFFEA58CA,2018-12-13,北投區,公寓(5樓含以下無電梯),"行政區：北投區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：31.85 年
建物坪數：30.85 坪
主建物坪數：27.55 坪
樓層：4 / 5
樓層比例：0.80
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPPMLLKJHOFFCA27CA,2018-12-17,中山區,套房(1房1廳1衛),"行政區：中山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：36.04 年
建物坪數：7.61 坪
主建物坪數：4.92 坪
樓層：10 / 11
樓層比例：0.91
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPPMLRLKINFFCA08CA,2018-12-06,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：2.54 年
建物坪數：87.94 坪
主建物坪數：40.52 坪
樓層：15 / 16
樓層比例：0.94
格局：2 房 2 廳 2 衛
車位：有
車位面積：67.48
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPSNMLTLKINFFAA28DA,2018-12-02,文山區,住宅大樓(11層含以上有電梯),"行政區：文山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：24.71 年
建物坪數：20.70 坪
主建物坪數：13.67 坪
樓層：2 / 12
樓層比例：0.17
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPXOMLSLKINFFBA78CA,2018-12-07,萬華區,華廈(10層含以下有電梯),"行政區：萬華區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：35.76 坪
主建物坪數：28.65 坪
樓層：6 / 9
樓層比例：0.67
格局：3 房 1 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQOMLNJJHOFFFA67CA,2018-12-11,大安區,住宅大樓(11層含以上有電梯),"行政區：大安區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼骨鋼筋混凝土造
屋齡：2.18 年
建物坪數：160.12 坪
主建物坪數：73.81 坪
樓層：25 / 27
樓層比例：0.93
格局：4 房 2 廳 4 衛
車位：有
車位面積：88.80
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPNMLPJJHOFFBA27CA,2018-12-03,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：6.44 年
建物坪數：54.96 坪
主建物坪數：30.51 坪
樓層：9 / 14
樓層比例：0.64
格局：3 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPROMLOJJHOFFDA67CA,2018-12-05,信義區,公寓(5樓含以下無電梯),"行政區：信義區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：21.73 坪
主建物坪數：21.73 坪
樓層：1 / 4
樓層比例：0.25
格局：3 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPTOMLQJLHOFFBA08CA,2018-12-05,萬華區,華廈(10層含以下有電梯),"行政區：萬華區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：27.92 年
建物坪數：46.37 坪
主建物坪數：33.14 坪
樓層：7 / 10
樓層比例：0.70
格局：4 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQOMLQKJHOFFBA67CA,2018-12-06,大同區,住宅大樓(11層含以上有電梯),"行政區：大同區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：0.37 年
建物坪數：21.38 坪
主建物坪數：10.17 坪
樓層：2 / 14
樓層比例：0.14
格局：2 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPTOMLSKJHOFFBA18CA,2018-12-17,中正區,華廈(10層含以下有電梯),"行政區：中正區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：2.29 年
建物坪數：73.10 坪
主建物坪數：33.26 坪
樓層：3 / 7
樓層比例：0.43
格局：0 房 0 廳 0 衛
車位：有
車位面積：11.63
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQNMLMKJHOFFAA17DA,2018-12-07,文山區,套房(1房1廳1衛),"行政區：文山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：9.56 年
建物坪數：11.07 坪
主建物坪數：6.37 坪
樓層：6 / 7
樓層比例：0.86
格局：0 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXPMLRLKINFFCA88CA,2018-12-03,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：31.83 年
建物坪數：40.47 坪
主建物坪數：32.91 坪
樓層：11 / 12
樓層比例：0.92
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
