id,trade_date,district,building_type,text_representation
RPRPMLPLJHOFFCA97CA,2019-01-18,內湖區,住宅大樓(11層含以上有電梯),"行政區：內湖區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：5.62 年
建物坪數：98.50 坪
主建物坪數：34.69 坪
樓層：4 / 12
樓層比例：0.33
格局：4 房 2 廳 2 衛
車位：有
車位面積：107.25
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXNMLTLJHOFFDA98DA,2019-01-09,南港區,華廈(10層含以下有電梯),"行政區：南港區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：10.25 年
建物坪數：54.12 坪
主建物坪數：26.22 坪
樓層：6 / 9
樓層比例：0.67
格局：2 房 2 廳 2 衛
車位：有
車位面積：37.59
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPVNMLTLJHOFFAA38CA,2019-01-12,文山區,公寓(5樓含以下無電梯),"行政區：文山區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：37.65 年
建物坪數：40.07 坪
主建物坪數：26.40 坪
樓層：5 / 5
樓層比例：1.00
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPTOMLTLJHOFFBA48DA,2019-01-06,大同區,套房(1房1廳1衛),"行政區：大同區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：23.10 年
建物坪數：18.61 坪
主建物坪數：14.65 坪
樓層：缺失 / 9
樓層比例：缺失
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPRNMLNKKHOFFDA77DA,2019-01-03,松山區,套房(1房1廳1衛),"行政區：松山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：10.91 年
建物坪數：17.90 坪
主建物坪數：6.74 坪
樓層：7 / 14
樓層比例：0.50
格局：1 房 1 廳 1 衛
車位：有
車位面積：0.05
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQNMLMLKHOFFFA77CA,2019-01-08,大安區,住宅大樓(11層含以上有電梯),"行政區：大安區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：37.56 年
建物坪數：37.76 坪
主建物坪數：29.81 坪
樓層：9 / 12
樓層比例：0.75
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPVRMLKMJHOFFCA18CA,2019-01-17,中山區,華廈(10層含以下有電梯),"行政區：中山區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：40.71 年
建物坪數：11.86 坪
主建物坪數：8.45 坪
樓層：5 / 7
樓層比例：0.71
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUOMLTLJHOFFCA58CA,2019-01-04,中山區,公寓(5樓含以下無電梯),"行政區：中山區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：50.72 年
建物坪數：9.36 坪
主建物坪數：9.36 坪
樓層：3 / 5
樓層比例：0.60
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPSOMLLMJHOFFCA67CA,2019-01-13,中山區,公寓(5樓含以下無電梯),"行政區：中山區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：40.53 年
建物坪數：49.08 坪
主建物坪數：40.84 坪
樓層：4 / 4
樓層比例：1.00
格局：4 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPTNMLRLKHOFFFA68DA,2019-01-03,大安區,公寓(5樓含以下無電梯),"行政區：大安區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：33.47 坪
主建物坪數：33.47 坪
樓層：缺失 / 4
樓層比例：缺失
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPSOMLTLJHOFFCA38CA,2019-01-02,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：22.59 年
建物坪數：15.17 坪
主建物坪數：9.80 坪
樓層：5 / 16
樓層比例：0.31
格局：2 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPURMLKMJHOFFCA18DA,2019-01-04,中山區,套房(1房1廳1衛),"行政區：中山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：40.85 年
建物坪數：10.05 坪
主建物坪數：6.92 坪
樓層：4 / 7
樓層比例：0.57
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPUNMLMKKHOFFBA67CA,2019-01-14,大同區,套房(1房1廳1衛),"行政區：大同區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：40.19 年
建物坪數：9.86 坪
主建物坪數：6.90 坪
樓層：14 / 14
樓層比例：1.00
格局：0 房 0 廳 0 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUOMLNKKHOFFCA97CA,2019-01-06,內湖區,住宅大樓(11層含以上有電梯),"行政區：內湖區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：0.47 年
建物坪數：39.95 坪
主建物坪數：16.09 坪
樓層：14 / 15
樓層比例：0.93
格局：1 房 1 廳 1 衛
車位：有
車位面積：41.04
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPRNMLKMJHOFFAA17CA,2019-01-04,文山區,公寓(5樓含以下無電梯),"行政區：文山區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：37.03 年
建物坪數：38.87 坪
主建物坪數：31.64 坪
樓層：2 / 5
樓層比例：0.40
格局：4 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPOPMLLMJHOFFEA57CA,2019-01-05,北投區,公寓(5樓含以下無電梯),"行政區：北投區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：43.81 年
建物坪數：13.86 坪
主建物坪數：12.46 坪
樓層：3 / 4
樓層比例：0.75
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPOQMLTLJHOFFCA18CA,2019-01-14,中山區,華廈(10層含以下有電梯),"行政區：中山區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：10.56 年
建物坪數：56.47 坪
主建物坪數：32.26 坪
樓層：5 / 10
樓層比例：0.50
格局：4 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPOMLMKKHOFFBA27CA,2019-01-13,萬華區,公寓(5樓含以下無電梯),"行政區：萬華區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：43.78 年
建物坪數：9.49 坪
主建物坪數：9.49 坪
樓層：3 / 5
樓層比例：0.60
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUNMLKMJHOFFCA77DA,2019-01-06,中山區,套房(1房1廳1衛),"行政區：中山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：37.31 年
建物坪數：10.49 坪
主建物坪數：7.09 坪
樓層：6 / 6
樓層比例：1.00
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPPNMLKMJHOFFFA47CA,2019-01-23,大安區,華廈(10層含以下有電梯),"行政區：大安區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：30.49 年
建物坪數：43.81 坪
主建物坪數：36.95 坪
樓層：5 / 8
樓層比例：0.62
格局：2 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQNMLSKLHOFFFA38CA,2019-01-07,大安區,公寓(5樓含以下無電梯),"行政區：大安區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：49.27 年
建物坪數：43.26 坪
主建物坪數：38.52 坪
樓層：4 / 4
樓層比例：1.00
格局：4 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUPMLLJKHOFFDA97DA,2019-01-08,松山區,住宅大樓(11層含以上有電梯),"行政區：松山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：9.80 年
建物坪數：63.99 坪
主建物坪數：35.46 坪
樓層：9 / 11
樓層比例：0.82
格局：4 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWOMLNKKHOFFCA18CA,2019-01-01,內湖區,住宅大樓(11層含以上有電梯),"行政區：內湖區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：0.46 年
建物坪數：40.61 坪
主建物坪數：16.42 坪
樓層：10 / 15
樓層比例：0.67
格局：1 房 1 廳 1 衛
車位：有
車位面積：41.04
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPOQMLLJKHOFFCA37DA,2019-01-16,中山區,套房(1房1廳1衛),"行政區：中山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：11.08 年
建物坪數：16.28 坪
主建物坪數：9.38 坪
樓層：4 / 7
樓層比例：0.57
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWNMLKMJHOFFBA77CA,2019-01-15,萬華區,公寓(5樓含以下無電梯),"行政區：萬華區
建物型態：公寓(5樓含以下無電梯)
主要建材：加強磚造
屋齡：48.11 年
建物坪數：20.10 坪
主建物坪數：20.10 坪
樓層：1 / 4
樓層比例：0.25
格局：0 房 0 廳 0 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWOMLTLJHOFFFA09CA,2019-01-06,大安區,套房(1房1廳1衛),"行政區：大安區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：31.55 年
建物坪數：11.40 坪
主建物坪數：6.55 坪
樓層：5 / 7
樓層比例：0.71
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPVOMLLMJHOFFEA18CA,2019-01-14,北投區,華廈(10層含以下有電梯),"行政區：北投區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：24.31 年
建物坪數：34.30 坪
主建物坪數：28.53 坪
樓層：3 / 8
樓層比例：0.38
格局：2 房 1 廳 1 衛
車位：有
車位面積：42.99
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPRNMLLMJHOFFBA37CA,2019-01-18,大同區,華廈(10層含以下有電梯),"行政區：大同區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：36.19 年
建物坪數：26.46 坪
主建物坪數：18.96 坪
樓層：6 / 7
樓層比例：0.86
格局：2 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXPMLNKKHOFFCA38CA,2019-01-15,中山區,公寓(5樓含以下無電梯),"行政區：中山區
建物型態：公寓(5樓含以下無電梯)
主要建材：加強磚造
屋齡：缺失 年
建物坪數：24.95 坪
主建物坪數：24.95 坪
樓層：3 / 4
樓層比例：0.75
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPVNMLLMJHOFFCA87CA,2019-01-11,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：36.88 年
建物坪數：28.10 坪
主建物坪數：22.77 坪
樓層：7 / 12
樓層比例：0.58
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPTSMLMKKHOFFDA28CA,2019-01-11,信義區,公寓(5樓含以下無電梯),"行政區：信義區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：44.43 年
建物坪數：26.85 坪
主建物坪數：26.85 坪
樓層：3 / 4
樓層比例：0.75
格局：3 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUSMLMKKHOFFDA38CA,2019-01-19,信義區,套房(1房1廳1衛),"行政區：信義區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：10.95 年
建物坪數：13.64 坪
主建物坪數：7.93 坪
樓層：9 / 14
樓層比例：0.64
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPRNMLPKKHOFFFA08CA,2019-01-15,大安區,華廈(10層含以下有電梯),"行政區：大安區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：35.85 年
建物坪數：29.25 坪
主建物坪數：23.05 坪
樓層：2 / 7
樓層比例：0.29
格局：2 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPUNMLOKKHOFFDA08CA,2019-01-05,松山區,公寓(5樓含以下無電梯),"行政區：松山區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：47.04 年
建物坪數：23.43 坪
主建物坪數：23.43 坪
樓層：2 / 4
樓層比例：0.50
格局：3 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPTQMLLMJHOFFCA97CA,2019-01-07,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：36.18 年
建物坪數：19.33 坪
主建物坪數：13.16 坪
樓層：9 / 11
樓層比例：0.82
格局：2 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPPPMLQLKHOFFCA97CA,2019-01-04,內湖區,公寓(5樓含以下無電梯),"行政區：內湖區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：30.16 年
建物坪數：33.96 坪
主建物坪數：27.28 坪
樓層：4 / 5
樓層比例：0.80
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPRPMLLMJHOFFCA67CA,2019-01-11,內湖區,華廈(10層含以下有電梯),"行政區：內湖區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：1.17 年
建物坪數：14.01 坪
主建物坪數：9.11 坪
樓層：1 / 5
樓層比例：0.20
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPOOMLNKKHOFFCA37CA,2019-01-10,中山區,住宅大樓(11層含以上有電梯),"行政區：中山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：22.48 年
建物坪數：24.41 坪
主建物坪數：15.50 坪
樓層：13 / 17
樓層比例：0.76
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXNMLLJKHOFFAA67CA,2019-01-20,文山區,華廈(10層含以下有電梯),"行政區：文山區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：30.50 年
建物坪數：40.83 坪
主建物坪數：23.74 坪
樓層：7 / 7
樓層比例：1.00
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPPNMLMKKHOFFEA47CA,2019-01-12,北投區,華廈(10層含以下有電梯),"行政區：北投區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：23.81 年
建物坪數：22.38 坪
主建物坪數：17.97 坪
樓層：5 / 8
樓層比例：0.62
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPVNMLMKKHOFFBA77CA,2019-01-06,大同區,公寓(5樓含以下無電梯),"行政區：大同區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：38.07 年
建物坪數：41.26 坪
主建物坪數：37.93 坪
樓層：缺失 / 5
樓層比例：缺失
格局：0 房 3 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPUOMLTKKHOFFBA48CA,2019-01-02,萬華區,住宅大樓(11層含以上有電梯),"行政區：萬華區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：7.70 年
建物坪數：41.12 坪
主建物坪數：21.92 坪
樓層：6 / 15
樓層比例：0.40
格局：3 房 2 廳 2 衛
車位：有
車位面積：11.43
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPVPMLTKKHOFFEA98CA,2019-01-11,北投區,住宅大樓(11層含以上有電梯),"行政區：北投區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：21.85 年
建物坪數：63.68 坪
主建物坪數：33.41 坪
樓層：11 / 14
樓層比例：0.79
格局：4 房 2 廳 2 衛
車位：有
車位面積：40.99
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPTNMLMKKHOFFAA47CA,2019-01-06,文山區,住宅大樓(11層含以上有電梯),"行政區：文山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：23.19 年
建物坪數：26.89 坪
主建物坪數：20.85 坪
樓層：5 / 16
樓層比例：0.31
格局：2 房 2 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPTPMLSKLHOFFCA58CA,2019-01-05,內湖區,住宅大樓(11層含以上有電梯),"行政區：內湖區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：11.39 年
建物坪數：74.49 坪
主建物坪數：39.97 坪
樓層：8 / 13
樓層比例：0.62
格局：3 房 1 廳 2 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPRNMLMKKHOFFAA27CA,2019-01-12,文山區,公寓(5樓含以下無電梯),"行政區：文山區
建物型態：公寓(5樓含以下無電梯)
主要建材：磚造
屋齡：缺失 年
建物坪數：29.98 坪
主建物坪數：29.98 坪
樓層：3 / 3
樓層比例：1.00
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWNMLOKKHOFFDA28CA,2019-01-14,信義區,套房(1房1廳1衛),"行政區：信義區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：25.69 年
建物坪數：11.68 坪
主建物坪數：7.55 坪
樓層：5 / 5
樓層比例：1.00
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQOMLLKKHOFFBA27CA,2019-01-07,萬華區,套房(1房1廳1衛),"行政區：萬華區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：11.55 年
建物坪數：14.63 坪
主建物坪數：8.85 坪
樓層：13 / 14
樓層比例：0.93
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPVNMLLKKHOFFBA77DA,2019-01-12,大同區,公寓(5樓含以下無電梯),"行政區：大同區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：35.96 年
建物坪數：22.17 坪
主建物坪數：19.68 坪
樓層：5 / 5
樓層比例：1.00
格局：3 房 3 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPTOMLRLKHOFFAA18CA,2019-01-14,文山區,住宅大樓(11層含以上有電梯),"行政區：文山區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：8.19 年
建物坪數：57.50 坪
主建物坪數：31.17 坪
樓層：11 / 14
樓層比例：0.79
格局：3 房 2 廳 2 衛
車位：有
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXNMLOLKINFFEA58CA,2018-12-19,士林區,華廈(10層含以下有電梯),"行政區：士林區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：34.53 年
建物坪數：37.95 坪
主建物坪數：29.82 坪
樓層：4 / 7
樓層比例：0.57
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPUOMLSKKINFFEA68CA,2018-12-04,士林區,公寓(5樓含以下無電梯),"行政區：士林區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：42.66 年
建物坪數：31.13 坪
主建物坪數：31.13 坪
樓層：3 / 4
樓層比例：0.75
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPTOMLLLKINFFCA77CA,2018-12-03,中山區,套房(1房1廳1衛),"行政區：中山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：35.98 年
建物坪數：8.41 坪
主建物坪數：4.13 坪
樓層：9 / 11
樓層比例：0.82
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPROMLTKKINFFCA28CA,2018-12-04,中山區,套房(1房1廳1衛),"行政區：中山區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：38.96 年
建物坪數：6.40 坪
主建物坪數：5.25 坪
樓層：10 / 11
樓層比例：0.91
格局：1 房 1 廳 1 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPPPMLLKJHOFFEA47CA,2018-12-05,士林區,華廈(10層含以下有電梯),"行政區：士林區
建物型態：華廈(10層含以下有電梯)
主要建材：鋼筋混凝土造
屋齡：34.49 年
建物坪數：39.38 坪
主建物坪數：31.24 坪
樓層：5 / 7
樓層比例：0.71
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPROMLRKKINFFEA28CA,2018-12-06,北投區,公寓(5樓含以下無電梯),"行政區：北投區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：43.18 年
建物坪數：37.40 坪
主建物坪數：37.40 坪
樓層：3 / 4
樓層比例：0.75
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：1
裝潢標記：0
廣泛備註標記：0"
RPSNMLOLKINFFBA77CA,2018-12-06,萬華區,公寓(5樓含以下無電梯),"行政區：萬華區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：41.15 年
建物坪數：18.53 坪
主建物坪數：15.83 坪
樓層：1 / 4
樓層比例：0.25
格局：2 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPWOMLOKKINFFBA18CA,2018-12-06,中正區,住宅大樓(11層含以上有電梯),"行政區：中正區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：4.47 年
建物坪數：93.49 坪
主建物坪數：43.24 坪
樓層：8 / 12
樓層比例：0.67
格局：4 房 2 廳 3 衛
車位：有
車位面積：37.84
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPQNMLPLKINFFEA97CA,2018-12-05,士林區,套房(1房1廳1衛),"行政區：士林區
建物型態：套房(1房1廳1衛)
主要建材：鋼筋混凝土造
屋齡：6.90 年
建物坪數：23.50 坪
主建物坪數：5.22 坪
樓層：1 / 8
樓層比例：0.12
格局：1 房 1 廳 1 衛
車位：有
車位面積：43.36
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPTNMLTJJHOFFFA48CA,2018-12-03,大安區,住宅大樓(11層含以上有電梯),"行政區：大安區
建物型態：住宅大樓(11層含以上有電梯)
主要建材：鋼筋混凝土造
屋齡：缺失 年
建物坪數：59.71 坪
主建物坪數：47.67 坪
樓層：4 / 12
樓層比例：0.33
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：有
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
RPXNMLOLKINFFDA48CA,2018-12-05,松山區,公寓(5樓含以下無電梯),"行政區：松山區
建物型態：公寓(5樓含以下無電梯)
主要建材：鋼筋混凝土造
屋齡：45.08 年
建物坪數：35.53 坪
主建物坪數：35.53 坪
樓層：1 / 4
樓層比例：0.25
格局：3 房 2 廳 2 衛
車位：無
車位面積：0.00
管理組織：無
電梯：缺失
房屋狀態備註標記：0
裝潢標記：0
廣泛備註標記：0"
