fold_id,feature,feature_group,gain_importance,split_importance
1,district_type_price_change_180_365,time_aware_market,872823.4282455444,1052.0
1,emb_1095d_count,embedding_reranker_comparable,0.0,0.0
1,emb_1095d_max_reranker_score,embedding_reranker_comparable,1514778.4970321655,968.0
1,emb_1095d_max_similarity,embedding_reranker_comparable,488828.2233734131,522.0
1,emb_1095d_mean_price,embedding_reranker_comparable,573372.6622695923,578.0
1,emb_1095d_mean_reranker_score,embedding_reranker_comparable,767199.2597045898,663.0
1,emb_1095d_mean_similarity,embedding_reranker_comparable,398130.78575897217,397.0
1,emb_1095d_median_age_diff,embedding_reranker_comparable,1082762.7007293701,827.0
1,emb_1095d_median_area_diff_pct,embedding_reranker_comparable,637941.9493255615,722.0
1,emb_1095d_median_days_diff,embedding_reranker_comparable,645971.7690124512,751.0
1,emb_1095d_median_price,embedding_reranker_comparable,580251.9772033691,622.0
1,emb_1095d_median_similarity,embedding_reranker_comparable,461495.8145904541,477.0
1,emb_1095d_nearest_price,embedding_reranker_comparable,1268470.6721801758,836.0
1,emb_1095d_std_price,embedding_reranker_comparable,968343.3933105469,918.0
1,emb_1095d_weighted_mean_price,embedding_reranker_comparable,32982924.640045166,1009.0
1,emb_730d_count,embedding_reranker_comparable,0.0,0.0
1,emb_730d_max_reranker_score,embedding_reranker_comparable,1273914.4624786377,935.0
1,emb_730d_max_similarity,embedding_reranker_comparable,576757.8645477295,611.0
1,emb_730d_mean_price,embedding_reranker_comparable,483163.23051452637,518.0
1,emb_730d_mean_reranker_score,embedding_reranker_comparable,838569.6050415039,667.0
1,emb_730d_mean_similarity,embedding_reranker_comparable,478510.94299316406,432.0
1,emb_730d_median_age_diff,embedding_reranker_comparable,968814.1378936768,803.0
1,emb_730d_median_area_diff_pct,embedding_reranker_comparable,666872.9659423828,718.0
1,emb_730d_median_days_diff,embedding_reranker_comparable,654394.095916748,767.0
1,emb_730d_median_price,embedding_reranker_comparable,586213.5852661133,578.0
1,emb_730d_median_similarity,embedding_reranker_comparable,527355.0443725586,550.0
1,emb_730d_nearest_price,embedding_reranker_comparable,938843.0329742432,853.0
1,emb_730d_std_price,embedding_reranker_comparable,901663.1868133545,919.0
1,emb_730d_weighted_mean_price,embedding_reranker_comparable,12487503.922592163,712.0
1,floor,basic_housing,3724691.410987854,982.0
1,floor_ratio,basic_housing,936735.5835800171,865.0
1,has_elevator,basic_housing,59109.07696533203,26.0
1,has_management,basic_housing,326414.46144104004,207.0
1,has_parking,basic_housing,850321.1633605957,218.0
1,is_basement,basic_housing,0.0,0.0
1,land_area_m2,basic_housing,2954105.3685913086,2028.0
1,living_rooms,basic_housing,566724.4872970581,319.0
1,main_building_area_m2,basic_housing,2030009.2314605713,1671.0
1,main_building_area_ping,basic_housing,334919.1806640625,298.0
1,main_use_missing,note_or_quality_flags,1821.719985961914,9.0
1,material,location_time,1208090.216934204,389.0
1,multi_floor,basic_housing,88116.6519165039,69.0
1,parking_area_m2,basic_housing,1792817.2339630127,952.0
1,physical_condition_flag,note_or_quality_flags,219368.7254638672,163.0
1,renovation_flag,note_or_quality_flags,57459.51519012451,47.0
1,rooms,basic_housing,1108222.2481460571,486.0
1,total_floor,basic_housing,1644119.0156402588,1151.0
1,trade_month,location_time,187883.58824157715,233.0
1,trade_quarter,location_time,148734.0184173584,175.0
1,trade_year,location_time,371944.02378845215,206.0
1,trade_yq,location_time,271983.3464355469,218.0
2,auxiliary_area_m2,basic_housing,1912435.8480682373,1338.0
2,balcony_area_m2,basic_housing,1568281.7255706787,1453.0
2,bathrooms,basic_housing,346037.33740234375,254.0
2,broad_note_flag,note_or_quality_flags,92515.2007446289,64.0
2,building_age,basic_housing,4357771.502906799,2777.0
2,building_age_missing,basic_housing,161156.52630615234,72.0
2,building_area_m2,basic_housing,1599136.2551879883,1389.0
2,building_area_ping,basic_housing,346444.2183609009,292.0
2,building_type,location_time,282178.840133667,159.0
2,comp_365d_count,rule_based_comparable,0.0,0.0
2,comp_365d_mean_price,rule_based_comparable,510205.12309265137,496.0
2,comp_365d_median_age_diff,rule_based_comparable,1185098.611366272,1033.0
2,comp_365d_median_area_diff_pct,rule_based_comparable,714914.3418426514,877.0
2,comp_365d_median_days_diff,rule_based_comparable,724211.4879760742,848.0
2,comp_365d_median_distance,rule_based_comparable,844470.5767745972,723.0
2,comp_365d_median_price,rule_based_comparable,683646.6830444336,686.0
2,comp_365d_nearest_distance,rule_based_comparable,813196.6133422852,812.0
2,comp_365d_nearest_price,rule_based_comparable,1038464.2307434082,987.0
2,comp_365d_std_price,rule_based_comparable,1391134.0751037598,1221.0
2,comp_365d_weighted_mean_price,rule_based_comparable,9047980.82913971,514.0
2,comp_730d_count,rule_based_comparable,0.0,0.0
2,comp_730d_mean_price,rule_based_comparable,8262735.434020996,622.0
2,comp_730d_median_age_diff,rule_based_comparable,1408991.7700042725,1155.0
2,comp_730d_median_area_diff_pct,rule_based_comparable,830647.3145141602,947.0
2,comp_730d_median_days_diff,rule_based_comparable,731038.2498168945,876.0
2,comp_730d_median_distance,rule_based_comparable,727429.3612747192,680.0
2,comp_730d_median_price,rule_based_comparable,863258.3039398193,736.0
2,comp_730d_nearest_distance,rule_based_comparable,1003786.0984039307,877.0
2,comp_730d_nearest_price,rule_based_comparable,1899979.339691162,1009.0
2,comp_730d_std_price,rule_based_comparable,1343957.9564056396,1231.0
2,comp_730d_weighted_mean_price,rule_based_comparable,183140616.96159363,936.0
2,district,location_time,589760.3391876221,519.0
2,district_count_180d,time_aware_market,1130022.9116668701,1073.0
2,district_median_price_180d,time_aware_market,1621990.5443496704,933.0
2,district_median_price_365d,time_aware_market,1631641.6334075928,932.0
2,district_price_change_180_365,time_aware_market,879857.884513855,988.0
2,district_type_count_180d,time_aware_market,839911.7729721069,912.0
2,district_type_median_price_180d,time_aware_market,880764.7040481567,725.0
2,district_type_median_price_365d,time_aware_market,972459.7450637817,771.0
2,district_type_price_change_180_365,time_aware_market,983561.4904785156,1119.0
2,emb_1095d_count,embedding_reranker_comparable,0.0,0.0
2,emb_1095d_max_reranker_score,embedding_reranker_comparable,1596768.7453842163,968.0
2,emb_1095d_max_similarity,embedding_reranker_comparable,483298.2008666992,512.0
2,emb_1095d_mean_price,embedding_reranker_comparable,546122.983467102,573.0
2,emb_1095d_mean_reranker_score,embedding_reranker_comparable,713871.6695098877,595.0
2,emb_1095d_mean_similarity,embedding_reranker_comparable,481119.34382629395,426.0
2,emb_1095d_median_age_diff,embedding_reranker_comparable,1051700.3799057007,874.0
2,emb_1095d_median_area_diff_pct,embedding_reranker_comparable,637901.3529663086,711.0
2,emb_1095d_median_days_diff,embedding_reranker_comparable,801479.5482025146,806.0
2,emb_1095d_median_price,embedding_reranker_comparable,615367.1229400635,577.0
2,emb_1095d_median_similarity,embedding_reranker_comparable,514396.52632141113,467.0
2,emb_1095d_nearest_price,embedding_reranker_comparable,1163920.096107483,837.0
2,emb_1095d_std_price,embedding_reranker_comparable,1046978.6800079346,928.0
2,emb_1095d_weighted_mean_price,embedding_reranker_comparable,38727884.479911804,1007.0
2,emb_730d_count,embedding_reranker_comparable,0.0,0.0
2,emb_730d_max_reranker_score,embedding_reranker_comparable,1294667.9753570557,872.0
2,emb_730d_max_similarity,embedding_reranker_comparable,503656.8425140381,585.0
2,emb_730d_mean_price,embedding_reranker_comparable,485799.5069885254,502.0
2,emb_730d_mean_reranker_score,embedding_reranker_comparable,758898.5078430176,650.0
2,emb_730d_mean_similarity,embedding_reranker_comparable,589954.0447692871,502.0
2,emb_730d_median_age_diff,embedding_reranker_comparable,921189.4549255371,809.0
2,emb_730d_median_area_diff_pct,embedding_reranker_comparable,667497.005355835,706.0
2,emb_730d_median_days_diff,embedding_reranker_comparable,715962.6716003418,806.0
2,emb_730d_median_price,embedding_reranker_comparable,572201.4133300781,580.0
2,emb_730d_median_similarity,embedding_reranker_comparable,511961.1880493164,508.0
2,emb_730d_nearest_price,embedding_reranker_comparable,1048673.6419906616,894.0
2,emb_730d_std_price,embedding_reranker_comparable,1002088.9088287354,941.0
2,emb_730d_weighted_mean_price,embedding_reranker_comparable,10907768.071105957,747.0
2,floor,basic_housing,3699300.8388442993,985.0
2,floor_ratio,basic_housing,866730.0399780273,786.0
2,has_elevator,basic_housing,63066.61633300781,29.0
2,has_management,basic_housing,268728.7623138428,162.0
2,has_parking,basic_housing,896789.3067321777,213.0
2,is_basement,basic_housing,0.0,0.0
2,land_area_m2,basic_housing,2949117.68585968,2013.0
2,living_rooms,basic_housing,608247.6518554688,329.0
2,main_building_area_m2,basic_housing,1948609.1787567139,1569.0
2,main_building_area_ping,basic_housing,377772.7110748291,323.0
2,main_use_missing,note_or_quality_flags,4230.622024536133,17.0
2,material,location_time,1156932.0447540283,380.0
2,multi_floor,basic_housing,77372.00793457031,54.0
2,parking_area_m2,basic_housing,1794742.344795227,928.0
2,physical_condition_flag,note_or_quality_flags,266864.20471191406,189.0
2,renovation_flag,note_or_quality_flags,52563.13781738281,51.0
2,rooms,basic_housing,1080742.0630111694,489.0
2,total_floor,basic_housing,1602943.177696228,1146.0
2,trade_month,location_time,186591.34984588623,246.0
2,trade_quarter,location_time,162437.43295288086,177.0
2,trade_year,location_time,526210.2891845703,271.0
2,trade_yq,location_time,209028.14835357666,224.0
3,auxiliary_area_m2,basic_housing,1816592.710220337,1315.0
3,balcony_area_m2,basic_housing,1522820.6858596802,1414.0
3,bathrooms,basic_housing,316268.63705444336,243.0
3,broad_note_flag,note_or_quality_flags,106738.19807434082,68.0
3,building_age,basic_housing,4183141.836418152,2563.0
3,building_age_missing,basic_housing,163049.34936523438,75.0
3,building_area_m2,basic_housing,1364998.4855117798,1127.0
3,building_area_ping,basic_housing,637679.5427398682,506.0
3,building_type,location_time,327896.9868621826,162.0
3,comp_365d_count,rule_based_comparable,0.0,0.0
3,comp_365d_mean_price,rule_based_comparable,577481.9630737305,526.0
3,comp_365d_median_age_diff,rule_based_comparable,1256795.734916687,1100.0
3,comp_365d_median_area_diff_pct,rule_based_comparable,805844.2166900635,948.0
3,comp_365d_median_days_diff,rule_based_comparable,723405.7125701904,841.0
3,comp_365d_median_distance,rule_based_comparable,834479.2951812744,704.0
3,comp_365d_median_price,rule_based_comparable,687073.5926437378,721.0
3,comp_365d_nearest_distance,rule_based_comparable,859191.1154327393,812.0
3,comp_365d_nearest_price,rule_based_comparable,1135971.2157669067,967.0
3,comp_365d_std_price,rule_based_comparable,1323477.7234954834,1228.0
3,comp_365d_weighted_mean_price,rule_based_comparable,6804274.103973389,518.0
3,comp_730d_count,rule_based_comparable,0.0,0.0
3,comp_730d_mean_price,rule_based_comparable,8765964.928657532,618.0
3,comp_730d_median_age_diff,rule_based_comparable,1310454.47164917,1173.0
3,comp_730d_median_area_diff_pct,rule_based_comparable,817037.0527648926,926.0
3,comp_730d_median_days_diff,rule_based_comparable,730394.3914489746,853.0
3,comp_730d_median_distance,rule_based_comparable,722530.4494476318,707.0
3,comp_730d_median_price,rule_based_comparable,1060156.7540969849,688.0
3,comp_730d_nearest_distance,rule_based_comparable,936575.787185669,853.0
3,comp_730d_nearest_price,rule_based_comparable,2018308.2537078857,1039.0
3,comp_730d_std_price,rule_based_comparable,1444849.6903762817,1267.0
3,comp_730d_weighted_mean_price,rule_based_comparable,180408951.07681274,998.0
3,district,location_time,627084.7993240356,512.0
3,district_count_180d,time_aware_market,1052450.7082443237,1020.0
3,district_median_price_180d,time_aware_market,1611886.229560852,933.0
3,district_median_price_365d,time_aware_market,1530710.1769256592,908.0
3,district_price_change_180_365,time_aware_market,870886.1709518433,969.0
3,district_type_count_180d,time_aware_market,917720.6578369141,940.0
3,district_type_median_price_180d,time_aware_market,830515.0032119751,718.0
3,district_type_median_price_365d,time_aware_market,937744.8048934937,762.0
3,district_type_price_change_180_365,time_aware_market,901158.8291091919,1102.0
3,emb_1095d_count,embedding_reranker_comparable,0.0,0.0
3,emb_1095d_max_reranker_score,embedding_reranker_comparable,1730444.091621399,1077.0
3,emb_1095d_max_similarity,embedding_reranker_comparable,475643.21812438965,510.0
3,emb_1095d_mean_price,embedding_reranker_comparable,522395.5634460449,549.0
3,emb_1095d_mean_reranker_score,embedding_reranker_comparable,652376.6100616455,580.0
3,emb_1095d_mean_similarity,embedding_reranker_comparable,466798.33726501465,449.0
3,emb_1095d_median_age_diff,embedding_reranker_comparable,1059686.2298278809,849.0
3,emb_1095d_median_area_diff_pct,embedding_reranker_comparable,626900.3497467041,740.0
3,emb_1095d_median_days_diff,embedding_reranker_comparable,794205.0916748047,837.0
3,emb_1095d_median_price,embedding_reranker_comparable,550962.107345581,579.0
3,emb_1095d_median_similarity,embedding_reranker_comparable,447028.04891967773,448.0
3,emb_1095d_nearest_price,embedding_reranker_comparable,1588001.1212921143,953.0
3,emb_1095d_std_price,embedding_reranker_comparable,1162595.7966308594,974.0
3,emb_1095d_weighted_mean_price,embedding_reranker_comparable,39096229.71398926,977.0
3,emb_730d_count,embedding_reranker_comparable,0.0,0.0
3,emb_730d_max_reranker_score,embedding_reranker_comparable,1375453.3251037598,969.0
3,emb_730d_max_similarity,embedding_reranker_comparable,566902.7884674072,601.0
3,emb_730d_mean_price,embedding_reranker_comparable,490608.51959228516,467.0
3,emb_730d_mean_reranker_score,embedding_reranker_comparable,700510.4122695923,604.0
3,emb_730d_mean_similarity,embedding_reranker_comparable,598748.828994751,511.0
3,emb_730d_median_age_diff,embedding_reranker_comparable,974617.6697387695,799.0
3,emb_730d_median_area_diff_pct,embedding_reranker_comparable,808290.0858917236,835.0
3,emb_730d_median_days_diff,embedding_reranker_comparable,672483.5760498047,794.0
3,emb_730d_median_price,embedding_reranker_comparable,550020.9082336426,556.0
3,emb_730d_median_similarity,embedding_reranker_comparable,519723.5113067627,506.0
3,emb_730d_nearest_price,embedding_reranker_comparable,956296.5594177246,857.0
3,emb_730d_std_price,embedding_reranker_comparable,1032914.9635009766,998.0
3,emb_730d_weighted_mean_price,embedding_reranker_comparable,16754346.856262207,802.0
3,floor,basic_housing,3741017.169403076,1020.0
3,floor_ratio,basic_housing,916022.4439544678,808.0
3,has_elevator,basic_housing,70666.75604248047,39.0
3,has_management,basic_housing,221438.27250671387,132.0
3,has_parking,basic_housing,894571.3815155029,187.0
3,is_basement,basic_housing,0.0,0.0
3,land_area_m2,basic_housing,2865078.0788726807,1952.0
3,living_rooms,basic_housing,453869.8154678345,264.0
3,main_building_area_m2,basic_housing,1910953.3604431152,1505.0
3,main_building_area_ping,basic_housing,363612.6089477539,300.0
3,main_use_missing,note_or_quality_flags,401.5190124511719,2.0
3,material,location_time,1071076.7385025024,373.0
3,multi_floor,basic_housing,63970.67802429199,49.0
3,parking_area_m2,basic_housing,1872693.218788147,922.0
3,physical_condition_flag,note_or_quality_flags,234225.42446899414,175.0
3,renovation_flag,note_or_quality_flags,45139.38395690918,54.0
3,rooms,basic_housing,1063301.7082901,531.0
3,total_floor,basic_housing,1474656.2046813965,1099.0
3,trade_month,location_time,221116.0548400879,280.0
3,trade_quarter,location_time,113042.14978027344,141.0
3,trade_year,location_time,488826.6949081421,279.0
3,trade_yq,location_time,246624.19132995605,243.0
4,auxiliary_area_m2,basic_housing,1587299.1127929688,1198.0
4,balcony_area_m2,basic_housing,1513805.063179016,1453.0
4,bathrooms,basic_housing,300367.6650161743,245.0
4,broad_note_flag,note_or_quality_flags,97157.83561706543,75.0
4,building_age,basic_housing,3997168.1322784424,2568.0
4,building_age_missing,basic_housing,190134.26000976562,78.0
4,building_area_m2,basic_housing,1607124.6854248047,1360.0
4,building_area_ping,basic_housing,353117.2949447632,277.0
4,building_type,location_time,280010.31718444824,143.0
4,comp_365d_count,rule_based_comparable,0.0,0.0
4,comp_365d_mean_price,rule_based_comparable,553585.6635742188,482.0
4,comp_365d_median_age_diff,rule_based_comparable,1147648.656616211,1044.0
4,comp_365d_median_area_diff_pct,rule_based_comparable,773148.0427474976,930.0
4,comp_365d_median_days_diff,rule_based_comparable,644986.5034179688,789.0
4,comp_365d_median_distance,rule_based_comparable,785144.8909606934,719.0
4,comp_365d_median_price,rule_based_comparable,696861.0706329346,731.0
4,comp_365d_nearest_distance,rule_based_comparable,750171.8232574463,736.0
4,comp_365d_nearest_price,rule_based_comparable,1123893.1012115479,996.0
4,comp_365d_std_price,rule_based_comparable,1379526.5252838135,1272.0
4,comp_365d_weighted_mean_price,rule_based_comparable,6479105.226448059,492.0
4,comp_730d_count,rule_based_comparable,0.0,0.0
4,comp_730d_mean_price,rule_based_comparable,7394641.947425842,599.0
4,comp_730d_median_age_diff,rule_based_comparable,1406755.3464813232,1205.0
4,comp_730d_median_area_diff_pct,rule_based_comparable,981131.6381378174,1072.0
4,comp_730d_median_days_diff,rule_based_comparable,758555.9904937744,913.0
4,comp_730d_median_distance,rule_based_comparable,669373.0444335938,662.0
4,comp_730d_median_price,rule_based_comparable,1043306.8162155151,681.0
4,comp_730d_nearest_distance,rule_based_comparable,867114.6094360352,811.0
4,comp_730d_nearest_price,rule_based_comparable,2029956.2181091309,1019.0
4,comp_730d_std_price,rule_based_comparable,1510713.3566741943,1316.0
4,comp_730d_weighted_mean_price,rule_based_comparable,170257471.85339355,957.0
4,district,location_time,581241.0213851929,494.0
4,district_count_180d,time_aware_market,962403.6668701172,978.0
4,district_median_price_180d,time_aware_market,1514893.2536239624,952.0
4,district_median_price_365d,time_aware_market,1370446.8203353882,853.0
4,district_price_change_180_365,time_aware_market,813506.4743118286,976.0
4,district_type_count_180d,time_aware_market,764512.0739898682,898.0
4,district_type_median_price_180d,time_aware_market,761516.9443130493,664.0
4,district_type_median_price_365d,time_aware_market,905123.1587524414,732.0
4,district_type_price_change_180_365,time_aware_market,933970.1333694458,1083.0
4,emb_1095d_count,embedding_reranker_comparable,0.0,0.0
4,emb_1095d_max_reranker_score,embedding_reranker_comparable,1562706.154449463,1043.0
4,emb_1095d_max_similarity,embedding_reranker_comparable,526954.032295227,560.0
4,emb_1095d_mean_price,embedding_reranker_comparable,560293.2324829102,580.0
4,emb_1095d_mean_reranker_score,embedding_reranker_comparable,596781.4494247437,577.0
4,emb_1095d_mean_similarity,embedding_reranker_comparable,502649.1345977783,479.0
4,emb_1095d_median_age_diff,embedding_reranker_comparable,1072068.123664856,864.0
4,emb_1095d_median_area_diff_pct,embedding_reranker_comparable,721524.0556182861,784.0
4,emb_1095d_median_days_diff,embedding_reranker_comparable,733370.5153198242,835.0
4,emb_1095d_median_price,embedding_reranker_comparable,634967.5722732544,670.0
4,emb_1095d_median_similarity,embedding_reranker_comparable,435623.9154663086,467.0
4,emb_1095d_nearest_price,embedding_reranker_comparable,1842883.2067108154,971.0
4,emb_1095d_std_price,embedding_reranker_comparable,1138495.3593826294,1055.0
4,emb_1095d_weighted_mean_price,embedding_reranker_comparable,37762192.54473877,990.0
4,emb_730d_count,embedding_reranker_comparable,0.0,0.0
4,emb_730d_max_reranker_score,embedding_reranker_comparable,1274865.5240783691,901.0
4,emb_730d_max_similarity,embedding_reranker_comparable,565389.2046966553,638.0
4,emb_730d_mean_price,embedding_reranker_comparable,533983.3788757324,519.0
4,emb_730d_mean_reranker_score,embedding_reranker_comparable,774266.3904647827,683.0
4,emb_730d_mean_similarity,embedding_reranker_comparable,598329.5972290039,535.0
4,emb_730d_median_age_diff,embedding_reranker_comparable,984261.8141326904,801.0
4,emb_730d_median_area_diff_pct,embedding_reranker_comparable,743541.0711975098,814.0
4,emb_730d_median_days_diff,embedding_reranker_comparable,712380.7880859375,833.0
4,emb_730d_median_price,embedding_reranker_comparable,636604.1842346191,621.0
4,emb_730d_median_similarity,embedding_reranker_comparable,522556.4383087158,526.0
4,emb_730d_nearest_price,embedding_reranker_comparable,902052.613204956,812.0
4,emb_730d_std_price,embedding_reranker_comparable,1061942.4193344116,993.0
4,emb_730d_weighted_mean_price,embedding_reranker_comparable,17643114.523468018,839.0
4,floor,basic_housing,3550358.0232543945,993.0
4,floor_ratio,basic_housing,909565.2625961304,817.0
4,has_elevator,basic_housing,107442.42050170898,40.0
4,has_management,basic_housing,240785.84631347656,148.0
4,has_parking,basic_housing,891503.4008483887,200.0
4,is_basement,basic_housing,0.0,0.0
4,land_area_m2,basic_housing,2679924.88520813,1980.0
4,living_rooms,basic_housing,421529.12170410156,265.0
4,main_building_area_m2,basic_housing,1884818.384048462,1500.0
4,main_building_area_ping,basic_housing,324734.70458984375,273.0
4,main_use_missing,note_or_quality_flags,0.0,0.0
4,material,location_time,844530.7164077759,303.0
4,multi_floor,basic_housing,77929.07598876953,60.0
4,parking_area_m2,basic_housing,1752830.5667572021,896.0
4,physical_condition_flag,note_or_quality_flags,217886.4953765869,180.0
4,renovation_flag,note_or_quality_flags,39328.83943939209,46.0
4,rooms,basic_housing,980977.9218673706,474.0
4,total_floor,basic_housing,1437256.529411316,1053.0
4,trade_month,location_time,214565.39498901367,292.0
4,trade_quarter,location_time,108643.10482788086,148.0
4,trade_year,location_time,457562.66382598877,258.0
4,trade_yq,location_time,211609.85528564453,231.0
5,auxiliary_area_m2,basic_housing,1618161.0478363037,1257.0
5,balcony_area_m2,basic_housing,1411453.2481079102,1379.0
5,bathrooms,basic_housing,254109.93307495117,211.0
5,broad_note_flag,note_or_quality_flags,91048.77966308594,60.0
5,building_age,basic_housing,3942874.1909103394,2481.0
5,building_age_missing,basic_housing,150625.97955322266,67.0
5,building_area_m2,basic_housing,1624889.507133484,1400.0
5,building_area_ping,basic_housing,353563.92179870605,277.0
5,building_type,location_time,187037.6694869995,141.0
5,comp_365d_count,rule_based_comparable,0.0,0.0
5,comp_365d_mean_price,rule_based_comparable,502172.64739990234,471.0
5,comp_365d_median_age_diff,rule_based_comparable,1089730.0903778076,1030.0
5,comp_365d_median_area_diff_pct,rule_based_comparable,775728.1044464111,900.0
5,comp_365d_median_days_diff,rule_based_comparable,663889.224685669,797.0
5,comp_365d_median_distance,rule_based_comparable,750525.4582290649,683.0
5,comp_365d_median_price,rule_based_comparable,708918.3785858154,677.0
5,comp_365d_nearest_distance,rule_based_comparable,787726.5167694092,835.0
5,comp_365d_nearest_price,rule_based_comparable,1008089.2046737671,998.0
5,comp_365d_std_price,rule_based_comparable,1188229.784439087,1221.0
5,comp_365d_weighted_mean_price,rule_based_comparable,5954805.783843994,523.0
5,comp_730d_count,rule_based_comparable,0.0,0.0
5,comp_730d_mean_price,rule_based_comparable,7995221.2588272095,602.0
5,comp_730d_median_age_diff,rule_based_comparable,1376635.787322998,1184.0
5,comp_730d_median_area_diff_pct,rule_based_comparable,921563.8768692017,1061.0
5,comp_730d_median_days_diff,rule_based_comparable,690754.8839950562,820.0
5,comp_730d_median_distance,rule_based_comparable,790553.5623626709,755.0
5,comp_730d_median_price,rule_based_comparable,1184720.8665008545,695.0
5,comp_730d_nearest_distance,rule_based_comparable,862348.9857635498,819.0
5,comp_730d_nearest_price,rule_based_comparable,1955589.8203201294,1027.0
5,comp_730d_std_price,rule_based_comparable,1435187.7495422363,1291.0
5,comp_730d_weighted_mean_price,rule_based_comparable,164654178.2803421,947.0
5,district,location_time,558404.0102844238,480.0
5,district_count_180d,time_aware_market,961051.4921188354,1030.0
5,district_median_price_180d,time_aware_market,1349270.176727295,898.0
5,district_median_price_365d,time_aware_market,1418696.9604110718,896.0
5,district_price_change_180_365,time_aware_market,794363.3653182983,950.0
5,district_type_count_180d,time_aware_market,817321.3924942017,930.0
5,district_type_median_price_180d,time_aware_market,830513.7545852661,740.0
5,district_type_median_price_365d,time_aware_market,962589.8233795166,794.0
5,district_type_price_change_180_365,time_aware_market,946499.5601196289,1133.0
5,emb_1095d_count,embedding_reranker_comparable,0.0,0.0
5,emb_1095d_max_reranker_score,embedding_reranker_comparable,1561273.0715179443,1020.0
5,emb_1095d_max_similarity,embedding_reranker_comparable,506065.17028808594,538.0
5,emb_1095d_mean_price,embedding_reranker_comparable,584358.6314468384,604.0
5,emb_1095d_mean_reranker_score,embedding_reranker_comparable,730315.2818145752,622.0
5,emb_1095d_mean_similarity,embedding_reranker_comparable,436999.0111846924,485.0
5,emb_1095d_median_age_diff,embedding_reranker_comparable,1110369.6457824707,932.0
5,emb_1095d_median_area_diff_pct,embedding_reranker_comparable,731183.2995376587,802.0
5,emb_1095d_median_days_diff,embedding_reranker_comparable,763542.2794952393,844.0
5,emb_1095d_median_price,embedding_reranker_comparable,615657.4291229248,634.0
5,emb_1095d_median_similarity,embedding_reranker_comparable,546942.2205047607,520.0
5,emb_1095d_nearest_price,embedding_reranker_comparable,1611249.270980835,991.0
5,emb_1095d_std_price,embedding_reranker_comparable,1138407.0059509277,1047.0
5,emb_1095d_weighted_mean_price,embedding_reranker_comparable,39526317.08467865,1034.0
5,emb_730d_count,embedding_reranker_comparable,0.0,0.0
5,emb_730d_max_reranker_score,embedding_reranker_comparable,1204148.9792404175,932.0
5,emb_730d_max_similarity,embedding_reranker_comparable,629142.7033538818,610.0
5,emb_730d_mean_price,embedding_reranker_comparable,566371.4519042969,555.0
5,emb_730d_mean_reranker_score,embedding_reranker_comparable,665949.0324935913,612.0
5,emb_730d_mean_similarity,embedding_reranker_comparable,460961.99130249023,453.0
5,emb_730d_median_age_diff,embedding_reranker_comparable,899090.9425048828,809.0
5,emb_730d_median_area_diff_pct,embedding_reranker_comparable,789059.974533081,815.0
5,emb_730d_median_days_diff,embedding_reranker_comparable,756365.7123413086,877.0
5,emb_730d_median_price,embedding_reranker_comparable,546271.1264877319,559.0
5,emb_730d_median_similarity,embedding_reranker_comparable,529483.1239624023,539.0
5,emb_730d_nearest_price,embedding_reranker_comparable,942140.5592193604,750.0
5,emb_730d_std_price,embedding_reranker_comparable,955915.807182312,972.0
5,emb_730d_weighted_mean_price,embedding_reranker_comparable,15477671.581367493,815.0
5,floor,basic_housing,3529482.690940857,997.0
5,floor_ratio,basic_housing,936341.9667816162,869.0
5,has_elevator,basic_housing,82519.06524658203,39.0
5,has_management,basic_housing,315049.0401611328,167.0
5,has_parking,basic_housing,861370.8025512695,203.0
5,is_basement,basic_housing,0.0,0.0
5,land_area_m2,basic_housing,2540153.685546875,1889.0
5,living_rooms,basic_housing,448973.0482788086,281.0
5,main_building_area_m2,basic_housing,1733004.7617492676,1493.0
5,main_building_area_ping,basic_housing,344627.24418640137,275.0
5,main_use_missing,note_or_quality_flags,541.7830200195312,1.0
5,material,location_time,853470.4309692383,316.0
5,multi_floor,basic_housing,69773.37609863281,53.0
5,parking_area_m2,basic_housing,1710513.2746505737,926.0
5,physical_condition_flag,note_or_quality_flags,229916.03276062012,177.0
5,renovation_flag,note_or_quality_flags,50481.69731903076,51.0
5,rooms,basic_housing,1019484.0845184326,503.0
5,total_floor,basic_housing,1372282.1756134033,1005.0
5,trade_month,location_time,251869.8968887329,318.0
5,trade_quarter,location_time,133363.8970489502,146.0
5,trade_year,location_time,346782.93087768555,215.0
5,trade_yq,location_time,223952.87368774414,245.0
6,auxiliary_area_m2,basic_housing,1533348.2467346191,1193.0
6,balcony_area_m2,basic_housing,1417476.5972595215,1370.0
6,bathrooms,basic_housing,248457.17138671875,216.0
6,broad_note_flag,note_or_quality_flags,88867.25288391113,78.0
6,building_age,basic_housing,4183828.359565735,2534.0
6,building_age_missing,basic_housing,162919.92959594727,54.0
6,building_area_m2,basic_housing,1641283.9202270508,1401.0
6,building_area_ping,basic_housing,396857.1879348755,296.0
6,building_type,location_time,119969.40925598145,86.0
6,comp_365d_count,rule_based_comparable,0.0,0.0
6,comp_365d_mean_price,rule_based_comparable,517743.29137420654,472.0
6,comp_365d_median_age_diff,rule_based_comparable,1235739.1099853516,1073.0
6,comp_365d_median_area_diff_pct,rule_based_comparable,812483.0216522217,931.0
6,comp_365d_median_days_diff,rule_based_comparable,705653.7156600952,867.0
